,LSF_ID,Province,District,number,Plot_area,Cropping_System,Crops_In_Plot,crop_name,crop area (m2),number trees, trees susceptible six months,Sowing date,harvesting data,seeds type,quantity seeds sown unity,quantity seeds sown,qualitiy of seeds purchased,Amount purchased,quanitiy improved seeds unity,quanitiy improved seeds ,quanitiy improved seeds purchased,improved seeds price,improved seeds origin,quanitiy harvested (kg),remaining harvested,total harvested,Production Status,Produce sold,farm gate price of crop,crop_group
16,12001.0,Kigali,Gasabo,29.0,57698.688,Pure,1.0,Maize for fodder,57698.688,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,Kg,138.0,138.0,42780.0,RAB/NAEB/SECTOR,75220.0,12010.0,87230.0,Good harvest as it was expected,No,,Other crops
17,12001.0,Kigali,Gasabo,30.0,65585.02,Pure,1.0,Maize for fodder,65585.02,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,Kg,161.0,161.0,49910.0,RAB/NAEB/SECTOR,84240.0,14934.0,99174.0,Good harvest as it was expected,No,,Other crops
18,12001.0,Kigali,Gasabo,32.0,3761.818,Pure,1.0,Maize for fodder,3761.818,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,Kg,9.0,9.0,2790.0,RAB/NAEB/SECTOR,5744.84,0.0,5744.84,Good harvest as it was expected,No,,Other crops
19,12001.0,Kigali,Gasabo,33.0,5528.7476,Pure,1.0,Maize for fodder,5528.7476,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,Kg,12.0,12.0,3720.0,RAB/NAEB/SECTOR,4300.0,0.0,4300.0,Good harvest as it was expected,No,,Other crops
20,12001.0,Kigali,Gasabo,38.0,1469.6239,Pure,1.0,Other fodder crop (specify).,1469.6239,,,Before 01/09,Between 01-28/02,Traditional seeds,NA,,,0.0,,,,,,0.0,960.0,960.0,Good harvest as it was expected,No,,Other crops
21,12002.0,Kigali,Gasabo,5.0,242249.75,Pure,1.0,Maize,242249.75,,,Between 16-31/10,Between 01-28/02,Improved seeds,,,,,Kg,964.0,964.0,395240.0,Shops of improved seeds,0.0,144600.0,144600.0,Insufficient rainfall,No,,Maize
22,12003.0,Kigali,Gasabo,3.0,31822.94,Pure,1.0,Other fodder crop (specify).,31822.94,,,Between 16-30/09,between 01-15 /12,Improved seeds,,,,,Kg,15.9,15.9,318000.0,Shops of improved seeds,20000.0,100000.0,120000.0,Good harvest as it was expected,No,,Other crops
23,12003.0,Kigali,Gasabo,8.0,105113.16,Pure,1.0,Maize for fodder,105113.16,,,Between 01-15/10,between 01-15/01,Improved seeds,,,,,Kg,197.0,197.0,57130.0,Shops of improved seeds,103400.0,378600.0,482000.0,Insufficient rainfall,No,,Other crops
24,12003.0,Kigali,Gasabo,9.0,92874.04,Pure,1.0,Maize for fodder,92874.04,,,Between 16-31/10,between 01-15 /12,Improved seeds,,,,,Kg,223.0,223.0,64670.0,Shops of improved seeds,91397.0,0.0,91397.0,Good harvest as it was expected,No,,Other crops
25,12003.0,Kigali,Gasabo,12.0,42608.332,Pure,1.0,Other fodder crop (specify).,42608.332,,,Between 16-30/09,Between 01-28/02,Improved seeds,,,,,Kg,21.3,21.3,426000.0,Shops of improved seeds,170400.0,0.0,170400.0,Good harvest as it was expected,No,,Other crops
26,12004.0,Kigali,Gasabo,1.0,49809.01,Pure,1.0,Maize for fodder,49809.01,,,Between 16-30/09,Between 01-28/02,Improved seeds,,,,,Kg,250.0,250.0,75000.0,Shops of improved seeds,82170.0,0.0,82170.0,Insufficient rainfall,No,,Other crops
27,12004.0,Kigali,Gasabo,2.0,6968.0537,Pure,1.0,Cooking banana,6968.0537,241.0,12.0,Not applicable,Before 01/12,Improved seeds,,,,,NA,,,144600.0,Recognized seed multipliers/NGO,600.0,720.0,1320.0,Insufficient rainfall,No,,Cooking banana
28,12005.0,Kigali,Gasabo,5.0,5519.457,Pure,1.0,Maize for fodder,5519.457,,,Between 16-30/09,between 01-15/01,Improved seeds,,,,,Kg,12.6,12.6,3780.0,Shops of improved seeds,9350.0,0.0,9350.0,Insufficient rainfall,No,,Other crops
