,LSF_ID,Province,District,number,Plot_area,Cropping_System,Crops_In_Plot,crop_name,crop area (m2),number trees, trees susceptible six months,Sowing date,harvesting data,seeds type,quantity seeds sown unity,quantity seeds sown,qualitiy of seeds purchased,Amount purchased,quanitiy improved seeds unity,quanitiy improved seeds ,quanitiy improved seeds purchased,improved seeds price,improved seeds origin,quanitiy harvested (kg),remaining harvested,total harvested,Production Status,Produce sold,farm gate price of crop,crop_group
29,12005.0,Kigali,Gasabo,6.0,27259.814,Pure,1.0,Maize for fodder,27259.814,,,Between 01-15/10,between 16- 31/12 ,Improved seeds,,,,,Kg,62.6,62.6,18600.0,Shops of improved seeds,45000.0,0.0,45000.0,Insufficient rainfall,No,,Other crops
30,12005.0,Kigali,Gasabo,9.0,2195.3645,Pure,1.0,Cooking banana,2195.3645,133.0,23.0,Not applicable,Between 01-28/02,Improved seeds,,,,,NA,,,0.0,Recognized seed multipliers/NGO,5850.0,990.0,6840.0,Insufficient rainfall,No,,Cooking banana
31,12005.0,Kigali,Gasabo,10.0,702.4324,Pure,1.0,Cabbage,702.4324,,,After 31/10,After February,Improved seeds,,,,,g,50.0,50.0,2500.0,Shops of improved seeds,843.0,0.0,843.0,Insufficient rainfall,No,,vegetables
32,12005.0,Kigali,Gasabo,11.0,3277.2559,Pure,1.0,Desmodium,3277.2559,,,Between 16-30/09,Between 01-28/02,Improved seeds,,,,,Kg,7.56,7.56,2268.0,Shops of improved seeds,5445.0,0.0,5445.0,Insufficient rainfall,No,,Other crops
33,12005.0,Kigali,Gasabo,13.0,4229.101,Pure,1.0,Desmodium,4229.101,,,Between 01-15/10,between 16- 31/01,Improved seeds,,,,,Kg,9.6,9.6,2890.0,Shops of improved seeds,5890.0,0.0,5890.0,Insufficient rainfall,No,,Other crops
34,12005.0,Kigali,Gasabo,15.0,99785.82,Pure,1.0,Maize for fodder,99785.82,,,Between 01-15/10,Between 01-28/02,Improved seeds,,,,,Kg,229.0,229.0,68700.0,Shops of improved seeds,16467.0,0.0,16467.0,Insufficient rainfall,No,,Other crops
35,12005.0,Kigali,Gasabo,16.0,608.883,Mixed,2.0,Pumpkin,60.8883,,,After 31/10,Between 01-28/02,Traditional seeds,NA,,,0.0,,,,,,110.0,0.0,110.0,Insufficient rainfall,No,,vegetables
36,12005.0,Kigali,Gasabo,16.0,608.883,Mixed,2.0,Cooking banana,608.883,5.0,1.0,Not applicable,Between 01-28/02,Traditional seeds,NA,,,0.0,,,,,,120.0,20.0,140.0,Insufficient rainfall,No,,Cooking banana
37,12005.0,Kigali,Gasabo,18.0,0.0,Pure,1.0,Maize for fodder,0.0,,,Between 01-15/10,between 16- 31/01,Improved seeds,,,,,Kg,78.66,78.66,23598.0,Shops of improved seeds,39600.0,0.0,39600.0,Insufficient rainfall,No,,Other crops
38,12005.0,Kigali,Gasabo,19.0,16096.172,Pure,1.0,Maize for fodder,16096.172,,,Between 16-31/10,Between 01-28/02,Traditional seeds,Kg,28.0,28.0,8400.0,,,,,,21760.0,0.0,21760.0,Insufficient rainfall,No,,Other crops
39,12006.0,Kigali,Gasabo,1.0,70123.484,Pure,1.0,Maize,70123.484,,,Between 01-15/10,Between 01-28/02,Improved seeds,,,,,Kg,280.0,280.0,36875.0,RAB/NAEB/SECTOR,20000.0,0.0,20000.0,Insufficient rainfall,No,,Maize
40,12007.0,South,Gasabo,1.0,2125225.2,Pure,1.0,Paddy rice,2125225.2,,,Before 01/09,Before 01/12,Improved seeds,,,,,Kg,10634.5,0.0,0.0,Recognized seed multipliers/NGO,800000.0,72029.0,872029.0,Good harvest as it was expected,Yes,278.0,Paddy rice
41,12008.0,Kigali,Gasabo,1.0,10300.318,Mixed,2.0,Bush bean,10300.318,,,Between 16-30/09,between 16- 31/12 ,Traditional seeds,Kg,86.4,0.0,,,,,,,864.0,0.0,864.0,Insufficient rainfall,No,,Bush bean
42,12008.0,Kigali,Gasabo,1.0,10300.318,Mixed,2.0,Avocado,10300.318,84.0,30.0,Not applicable,Before 01/12,Improved seeds,,,,,NA,,,0.0,RAB/NAEB/SECTOR,200.0,30.0,230.0,Insufficient rainfall,Yes,165.0,Fruits
43,12008.0,Kigali,Gasabo,2.0,13079.128,Mixed,2.0,Maize,653.95636,,,Between 16-30/09,between 16- 31/12 ,Traditional seeds,Kg,109.8,0.0,,,,,,,1098.0,0.0,1098.0,Insufficient rainfall,No,,Maize
44,12008.0,Kigali,Gasabo,2.0,13079.128,Mixed,2.0,Bush bean,12425.172,,,Between 16-30/09,between 16- 31/12 ,Traditional seeds,Kg,109.8,0.0,,,,,,,1098.0,0.0,1098.0,Insufficient rainfall,No,,Bush bean
45,12008.0,Kigali,Gasabo,3.0,1108.3578,Pure,1.0,Napia grass for fodder,1108.3578,,,Before 01/09,Before 01/12,Traditional seeds,NA,,,0.0,,,,,,500.0,0.0,500.0,Other reason(Specify),No,,Other crops
46,12008.0,Kigali,Gasabo,4.0,1468.3127,Pure,1.0,Napia grass for fodder,1468.3127,,,Before 01/09,between 01-15 /12,Traditional seeds,NA,,,0.0,,,,,,1000.0,375.0,1375.0,Other reason(Specify),No,,Other crops
47,12008.0,Kigali,Gasabo,5.0,79166.234,Pure,1.0,Bush bean,79166.234,,,Between 16-30/09,between 16- 31/12 ,Traditional seeds,Kg,667.8,0.0,,,,,,,6678.0,0.0,6678.0,Insufficient rainfall,No,,Bush bean
48,12008.0,Kigali,Gasabo,7.0,1032.6678,Mixed,2.0,Maize,51.633396,,,Between 16-30/09,Between 01-28/02,Traditional seeds,g,30.0,0.0,,,,,,,0.0,3.0,3.0,Insufficient rainfall,No,,Maize
49,12008.0,Kigali,Gasabo,7.0,1032.6678,Mixed,2.0,Bush bean,981.0345,,,Between 16-30/09,between 16- 31/12 ,Traditional seeds,Kg,9.9,0.0,,,,,,,99.0,0.0,99.0,Insufficient rainfall,No,,Bush bean
50,12008.0,Kigali,Gasabo,8.0,914.84607,Pure,1.0,Maize,914.84607,,,Between 16-30/09,Between 01-28/02,Traditional seeds,Kg,0.0,0.0,,,,,,,0.0,90.0,90.0,Insufficient rainfall,No,,Maize
51,12008.0,Kigali,Gasabo,9.0,3414.4106,Pure,1.0,Napia grass for fodder,3414.4106,,,Before 01/09,between 16- 31/01,Traditional seeds,NA,,,0.0,,,,,,3750.0,4500.0,8250.0,Other reason(Specify),No,,Other crops
52,12008.0,Kigali,Gasabo,10.0,3153.4524,Pure,1.0,Bush bean,3153.4524,,,Between 16-30/09,between 16- 31/12 ,Traditional seeds,Kg,26.1,0.0,,,,,,,261.0,0.0,261.0,Insufficient rainfall,No,,Bush bean
53,12008.0,Kigali,Gasabo,11.0,374.47223,Pure,1.0,Mango,374.47223,12.0,12.0,Not applicable,between 01-15 /12,Improved seeds,,,,,NA,,,0.0,RAB/NAEB/SECTOR,240.0,0.0,240.0,Other reason(Specify),No,,Fruits
54,12008.0,Kigali,Gasabo,15.0,1151.445,Pure,1.0,Orange,806.0115,59.0,59.0,Not applicable,between 01-15 /12,Improved seeds,,,,,NA,,,0.0,RAB/NAEB/SECTOR,30.0,10.0,40.0,Other reason(Specify),Yes,500.0,Fruits
55,12008.0,Kigali,Gasabo,16.0,2125.8418,Mixed,2.0,Tree tomato,212.58418,,,Between 16-30/09,between 01-15 /12,Traditional seeds,NA,,,0.0,,,,,,30.0,20.0,50.0,Inappropriete seeds,No,,Fruits
56,12008.0,Kigali,Gasabo,16.0,2125.8418,Mixed,2.0,Mango,2125.8418,39.0,2.0,Between 16-30/09,between 01-15 /12,Both(Trad and Improved,NA,,,0.0,NA,,,0.0,RAB/NAEB/SECTOR,100.0,0.0,100.0,Other reason(Specify),No,,Fruits
57,12008.0,Kigali,Gasabo,17.0,763.7096,Pure,1.0,Eggplant,748.4354,39.0,2.0,Between 01-15/10,between 01-15/01,Traditional seeds,NA,,,0.0,,,,,,4.0,20.0,24.0,Insufficient rainfall,No,,vegetables
58,12009.0,Kigali,Gasabo,4.0,219911.34,Pure,1.0,Napia grass for fodder,219911.34,,,Not applicable,Before 01/12,Traditional seeds,NA,,,0.0,,,,,,256200.0,73200.0,329400.0,Insufficient rainfall,No,,Other crops
59,12010.0,Kigali,Gasabo,2.0,1154.1854,Pure,1.0,Napia grass for fodder,1154.1854,,,Before 01/09,Before 01/12,Traditional seeds,NA,,,0.0,,,,,,3160.0,0.0,3160.0,Good harvest as it was expected,No,,Other crops
60,12010.0,Kigali,Gasabo,3.0,5130.0986,Pure,1.0,Maize,5130.0986,,,Between 01-15/09,between 16- 31/01,Improved seeds,,,,,Kg,14.0,14.0,6720.0,Shops of improved seeds,1200.0,0.0,1200.0,Insufficient rainfall,Yes,250.0,Maize
61,12010.0,Kigali,Gasabo,4.0,657.15027,Pure,1.0,Mucuna,657.15027,,,Between 01-15/10,between 01-15/01,Traditional seeds,Kg,1.0,1.0,2000.0,,,,,,164.0,0.0,164.0,Good harvest as it was expected,No,,Other crops
62,12010.0,Kigali,Gasabo,5.0,14290.387,Pure,1.0,Maize,14290.387,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,Kg,45.0,45.0,21600.0,Shops of improved seeds,2958.0,0.0,2958.0,Inadequate fertilizer,Yes,230.0,Maize
63,12010.0,Kigali,Gasabo,7.0,5302.5996,Pure,1.0,Sweet potato,5302.5996,,,Before 01/09,between 16- 31/01,Traditional seeds,NA,,,0.0,,,,,,7150.0,0.0,7150.0,Good harvest as it was expected,No,,Sweet potato
64,12010.0,Kigali,Gasabo,9.0,870.4044,Pure,1.0,Maize,870.4044,,,Between 01-15/09,between 16- 31/12 ,Improved seeds,,,,,Kg,2.0,2.0,960.0,Shops of improved seeds,180.0,0.0,180.0,Insufficient rainfall,Yes,250.0,Maize
65,12010.0,Kigali,Gasabo,11.0,1661.6881,Pure,1.0,Mucuna,1661.6881,,,Before 01/09,Before 01/12,Traditional seeds,Kg,2.5,2.5,5000.0,,,,,,415.0,0.0,415.0,Good harvest as it was expected,No,,Other crops
66,12010.0,Kigali,Gasabo,13.0,256.73798,Pure,1.0,Sweet potato,256.73798,,,Before 01/09,between 16- 31/01,Traditional seeds,NA,,,0.0,,,,,,358.0,0.0,358.0,Good harvest as it was expected,No,,Sweet potato
67,12010.0,Kigali,Gasabo,15.0,3527.506,Pure,1.0,Maize,3527.506,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,Kg,10.5,10.5,5040.0,Shops of improved seeds,1250.0,0.0,1250.0,Good harvest as it was expected,No,,Maize
68,12010.0,Kigali,Gasabo,16.0,4931.714,Pure,1.0,Maize,4931.714,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,Kg,15.0,15.0,7200.0,Shops of improved seeds,1013.0,0.0,1013.0,Inadequate fertilizer,No,,Maize
69,12010.0,Kigali,Gasabo,17.0,641.29755,Pure,1.0,Maize,641.29755,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,Kg,1.5,1.5,600.0,Shops of improved seeds,35.0,0.0,35.0,Inadequate fertilizer,Yes,250.0,Maize
70,12010.0,Kigali,Gasabo,18.0,924.6312,Pure,1.0,Mucuna,924.6312,,,Before 01/09,Before 01/12,Traditional seeds,Kg,1.5,1.5,3000.0,,,,,,231.0,0.0,231.0,Good harvest as it was expected,No,,Other crops
71,12010.0,Kigali,Gasabo,19.0,410.03723,Pure,1.0,Maize,410.03723,,,Between 01-15/09,between 01-15/01,Improved seeds,,,,,Kg,1.0,1.0,480.0,Shops of improved seeds,15.0,0.0,15.0,Inadequate fertilizer,Yes,250.0,Maize
72,12010.0,Kigali,Gasabo,20.0,16386.527,Pure,1.0,Napia grass for fodder,16386.527,,,Before 01/09,Before 01/12,Traditional seeds,NA,,,0.0,,,,,,27000.0,14000.0,41000.0,Inadequate fertilizer,No,,Other crops
73,12010.0,Kigali,Gasabo,21.0,1207.074,Pure,1.0,Mucuna,1207.074,,,Before 01/09,Before 01/12,Traditional seeds,Kg,2.0,2.0,4000.0,,,,,,302.0,0.0,302.0,Good harvest as it was expected,No,,Other crops
74,12010.0,Kigali,Gasabo,22.0,548.79895,Pure,1.0,Sweet potato,548.79895,,,Before 01/09,between 16- 31/01,Traditional seeds,NA,,,0.0,,,,,,768.0,0.0,768.0,Inadequate fertilizer,No,,Sweet potato
75,12010.0,Kigali,Gasabo,24.0,8103.508,Pure,1.0,Sweet potato,8103.508,,,Before 01/09,between 16- 31/01,Traditional seeds,NA,,,0.0,,,,,,11340.0,0.0,11340.0,Inadequate fertilizer,No,,Sweet potato
76,12010.0,Kigali,Gasabo,25.0,14693.514,Pure,1.0,Napia grass for fodder,14693.514,,,Before 01/09,between 01-15 /12,Traditional seeds,NA,,,0.0,,,,,,36750.0,0.0,36750.0,Insufficient rainfall,No,,Other crops
77,12010.0,Kigali,Gasabo,27.0,480.36963,Pure,1.0,Mucuna,480.36963,,,Before 01/09,Before 01/12,Traditional seeds,Kg,0.5,0.5,100.0,,,,,,120.0,0.0,120.0,Good harvest as it was expected,No,,Other crops
78,12010.0,Kigali,Gasabo,30.0,1971.585,Pure,1.0,Maize,1971.585,,,Between 16-30/09,Between 01-28/02,Improved seeds,,,,,Kg,10.0,10.0,4800.0,Shops of improved seeds,0.0,550.0,550.0,Good harvest as it was expected,No,,Maize
79,12010.0,Kigali,Gasabo,33.0,2942.9924,Pure,1.0,Napia grass for fodder,2942.9924,,,Before 01/09,Before 01/12,Traditional seeds,NA,,,0.0,,,,,,7250.0,0.0,7250.0,Insufficient rainfall,No,,Other crops
80,12010.0,Kigali,Gasabo,36.0,2145.6196,Pure,1.0,Napia grass for fodder,2145.6196,,,Before 01/09,between 01-15 /12,Traditional seeds,NA,,,0.0,,,,,,5365.0,0.0,5365.0,Insufficient rainfall,No,,Other crops
81,12010.0,Kigali,Gasabo,37.0,2155.9055,Pure,1.0,Mucuna,2155.9055,,,Before 01/09,Before 01/12,Traditional seeds,Kg,4.0,4.0,8000.0,,,,,,539.0,0.0,539.0,Insufficient rainfall,No,,Other crops
82,12010.0,Kigali,Gasabo,38.0,88902.664,Pure,1.0,Napia grass for fodder,88902.664,,,Before 01/09,Before 01/12,Traditional seeds,NA,,,0.0,,,,,,222250.0,0.0,222250.0,Insufficient rainfall,No,,Other crops
83,12010.0,Kigali,Gasabo,43.0,1587.2854,Pure,1.0,Napia grass for fodder,1587.2854,,,Before 01/09,Before 01/12,Traditional seeds,NA,,,0.0,,,,,,3968.0,0.0,3968.0,Insufficient rainfall,No,,Other crops
84,13001.0,Kigali,Kicukiro,1.0,49521.72,Mixed,2.0,Cooking banana,38516.895,4081.0,0.0,Not applicable,Not applicable,Traditional seeds,NA,,,2448600.0,,,,,,560.0,0.0,560.0,Insufficient rainfall,Yes,150.0,Cooking banana
85,13001.0,Kigali,Kicukiro,1.0,49521.72,Mixed,2.0,Dessert banana,11004.826,339.0,2.0,Not applicable,Not applicable,Traditional seeds,NA,,,203400.0,,,,,,0.0,50.0,50.0,Insufficient rainfall,No,,Dessert banana
86,13001.0,Kigali,Kicukiro,3.0,12313.96,Pure,1.0,Maize for fodder,12313.96,,,Between 01-15/10,Between 01-28/02,Improved seeds,,,,,Kg,50.0,50.0,15000.0,Shops of improved seeds,9000.0,0.0,9000.0,Insufficient rainfall,No,,Other crops
87,13001.0,Kigali,Kicukiro,7.0,2251.631,Pure,1.0,Maize for fodder,225.16312,,,Between 16-31/10,Between 01-28/02,Improved seeds,,,,,Kg,3.0,3.0,900.0,Shops of improved seeds,0.0,380.0,380.0,Insufficient rainfall,No,,Other crops
88,13002.0,Kigali,Kicukiro,1.0,25728.736,Pure,1.0,Pineapple,20582.988,2000.0,2000.0,Not applicable,Between 01-28/02,Traditional seeds,NA,,,20000.0,,,,,,0.0,2500.0,2500.0,Insufficient rainfall,No,,Fruits
89,13002.0,Kigali,Kicukiro,2.0,880.0938,Pure,1.0,Macadamia,880.0938,72.0,70.0,Not applicable,Before 01/12,Improved seeds,,,,,NA,,,7200.0,RAB/NAEB/SECTOR,30.0,10.0,40.0,Diseases and pasts,Yes,900.0,Fruits
90,13002.0,Kigali,Kicukiro,4.0,6416.1294,Pure,1.0,Macadamia,6416.1294,112.0,112.0,Not applicable,Before 01/12,Improved seeds,,,,,NA,,,11200.0,RAB/NAEB/SECTOR,50.0,10.0,60.0,Diseases and pasts,Yes,900.0,Fruits
91,13002.0,Kigali,Kicukiro,5.0,41663.066,Pure,1.0,Macadamia,41663.066,1266.0,1266.0,Not applicable,Before 01/12,Improved seeds,,,,,NA,,,126600.0,RAB/NAEB/SECTOR,1500.0,300.0,1800.0,Diseases and pasts,Yes,900.0,Fruits
92,13003.0,Kigali,Kicukiro,2.0,118.93644,Pure,1.0,Sweet pepper,118.93644,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,NA,,,40000.0,Other (Specify),145.0,800.0,945.0,Good harvest as it was expected,Yes,1500.0,vegetables
93,13003.0,Kigali,Kicukiro,3.0,147.85191,Pure,1.0,Tomato,147.85191,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,NA,,,40000.0,Other (Specify),300.0,700.0,1000.0,Good harvest as it was expected,Yes,600.0,vegetables
94,13003.0,Kigali,Kicukiro,5.0,149.21088,Pure,1.0,Tomato,149.21088,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,NA,,,40000.0,Other (Specify),300.0,700.0,1000.0,Good harvest as it was expected,Yes,600.0,vegetables
95,13003.0,Kigali,Kicukiro,6.0,146.19121,Pure,1.0,Sweet pepper,146.19121,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,NA,,,40000.0,Other (Specify),145.0,800.0,945.0,Good harvest as it was expected,Yes,1500.0,vegetables
96,13003.0,Kigali,Kicukiro,7.0,224.0793,Pure,1.0,Tomato,224.0793,,,Between 16-30/09,between 16- 31/01,Improved seeds,,,,,NA,,,40000.0,Other (Specify),1200.0,500.0,1700.0,Good harvest as it was expected,Yes,600.0,vegetables
97,13005.0,Kigali,Kicukiro,7.0,2718.8628,Mixed,2.0,Cooking banana,1631.3177,152.0,31.0,Not applicable,between 16- 31/12 ,Traditional seeds,NA,,,0.0,,,,,,375.0,90.0,465.0,Insufficient rainfall,No,,Cooking banana
98,13005.0,Kigali,Kicukiro,7.0,2718.8628,Mixed,2.0,Dessert banana,1087.5452,13.0,3.0,Before 01/09,between 16- 31/12 ,Traditional seeds,NA,,,0.0,,,,,,45.0,0.0,45.0,Insufficient rainfall,No,,Dessert banana
99,13005.0,Kigali,Kicukiro,9.0,2742.0857,Pure,1.0,Cooking banana,2742.0857,82.0,19.0,Not applicable,between 01-15 /12,Traditional seeds,NA,,,0.0,,,,,,150.0,135.0,285.0,Insufficient rainfall,No,,Cooking banana
100,13005.0,Kigali,Kicukiro,13.0,24427.59,Pure,1.0,French bean,24427.59,,,After 31/10,between 01-15/01,Improved seeds,,,,,Kg,125.0,125.0,1000000.0,Recognized seed multipliers/NGO,3427.0,7000.0,10427.0,Insufficient rainfall,Yes,400.0,vegetables
101,13006.0,Kigali,Kicukiro,12.0,139779.64,Pure,1.0,Bush bean,139779.64,,,Between 01-15/10,between 01-15 /12,Traditional seeds,Kg,740.0,740.0,444000.0,,,,,,6078.0,0.0,6078.0,Insufficient rainfall,Yes,375.0,Bush bean
102,13006.0,Kigali,Kicukiro,13.0,71271.055,Pure,1.0,Maize,71271.055,,,Between 01-15/09,between 01-15 /12,Improved seeds,,,,,Kg,170.0,170.0,49300.0,RAB/NAEB/SECTOR,8000.0,0.0,8000.0,Insufficient rainfall,Yes,200.0,Maize
103,13006.0,Kigali,Kicukiro,15.0,48095.75,Pure,1.0,Maize,48095.75,,,Between 01-15/09,between 01-15 /12,Improved seeds,,,,,Kg,100.0,100.0,29000.0,RAB/NAEB/SECTOR,4571.42,0.0,4571.42,Insufficient rainfall,Yes,200.0,Maize
104,13006.0,Kigali,Kicukiro,20.0,10325.432,Pure,1.0,Maize,10325.432,,,Between 01-15/09,between 01-15 /12,Improved seeds,,,,,Kg,25.0,25.0,7250.0,RAB/NAEB/SECTOR,800.0,0.0,800.0,Insufficient rainfall,Yes,200.0,Maize
105,21001.0,South,Nyanza,1.0,63906.156,Mixed,2.0,Cooking banana,47290.555,1174.0,874.0,Not applicable,Between 01-28/02,Improved seeds,,,,,NA,,,0.0,Recognized seed multipliers/NGO,914.0,45.0,959.0,Inadequate fertilizer,Yes,180.0,Cooking banana
106,21001.0,South,Nyanza,1.0,63906.156,Mixed,2.0,Banana for beer,16615.602,402.0,65.0,Not applicable,Between 01-28/02,Improved seeds,,,,,NA,,,0.0,Recognized seed multipliers/NGO,391.0,11.0,402.0,Inadequate fertilizer,Yes,50.0,Banana for beer
107,21001.0,South,Nyanza,4.0,19159.928,Mixed,3.0,Carrot,4033.669,,,Between 01-15/10,between 16- 31/12 ,Improved seeds,,,,,g,600.0,600.0,15000.0,Shops of improved seeds,275.0,0.0,275.0,Insufficient rainfall,No,,vegetables
108,21001.0,South,Nyanza,4.0,19159.928,Mixed,3.0,Amaranth,12101.007,,,After 31/10,between 16- 31/12 ,Traditional seeds,NA,,,0.0,,,,,,14080.0,0.0,14080.0,Good harvest as it was expected,No,,vegetables
109,21001.0,South,Nyanza,4.0,19159.928,Mixed,3.0,Other seasonal vegetable,3025.2517,,,After 31/10,between 16- 31/01,Traditional seeds,NA,,,0.0,,,,,,750.0,0.0,750.0,Insufficient rainfall,No,,vegetables
110,21001.0,South,Nyanza,5.0,6067.0615,Pure,1.0,Cabbage,6067.0615,,,Between 16-31/10,between 16- 31/01,Improved seeds,,,,,g,560.0,560.0,12320.0,Shops of improved seeds,9710.0,0.0,9710.0,Insufficient rainfall,No,,vegetables
111,21001.0,South,Nyanza,19.0,93421.16,Pure,1.0,Maize,93421.16,,,Between 01-15/09,Between 01-28/02,Improved seeds,,,,,Kg,224.0,224.0,268800.0,Shops of improved seeds,36300.0,0.0,36300.0,Insufficient rainfall,No,,Maize
112,21002.0,South,Nyanza,2.0,1516351.0,Pure,1.0,Paddy rice,1516351.0,,,Between 01-15/10,between 16- 31/01,Improved seeds,,,,,Kg,883.0,0.0,0.0,Recognized seed multipliers/NGO,36267.0,0.0,36267.0,Other reason(Specify),Yes,279.0,Paddy rice
113,21007.0,South,Nyanza,1.0,1791965.6,Pure,1.0,Paddy rice,1791965.6,,,Before 01/09,between 01-15 /12,Improved seeds,,,,,Kg,4480.75,4480.75,1792300.0,Recognized seed multipliers/NGO,806535.0,0.0,806535.0,Other reason(Specify),Yes,279.0,Paddy rice
114,22001.0,South,Gisagara,1.0,2810.8872,Pure,1.0,Maize,2810.8872,,,Between 01-15/09,Between 01-28/02,Improved seeds,,,,,Kg,2.5,2.5,4250.0,Shops of improved seeds,5000.0,15000.0,20000.0,Good harvest as it was expected,No,,Maize
115,22001.0,South,Gisagara,5.0,8557.484,Mixed,2.0,Soybean ,427.87424,,,Between 01-15/09,After February,Traditional seeds,Kg,3.0,0.0,,,,,,,0.0,180.0,180.0,Other reason(Specify),No,,Soybean 
116,22001.0,South,Gisagara,5.0,8557.484,Mixed,2.0,Banana for beer,8557.484,955.0,340.0,Not applicable,Before 01/12,Improved seeds,,,,,NA,,,668500.0,RAB/NAEB/SECTOR,33000.0,3000.0,36000.0,Good harvest as it was expected,Yes,100.0,Banana for beer
117,22002.0,South,Gisagara,1.0,450272.9,Pure,1.0,Maize,450272.9,,,Between 01-15/10,After February,Improved seeds,,,,,Kg,1537.5,1537.5,467625.0,Recognized seed multipliers/NGO,0.0,80000.0,80000.0,Other reason(Specify),Yes,250.0,Maize
118,22003.0,South,Gisagara,1.0,736061.4,Pure,1.0,Paddy rice,736061.4,,,Between 01-15/10,Between 01-28/02,Improved seeds,,,,,Kg,2100.0,2100.0,735000.0,Shops of improved seeds,315000.0,0.0,315000.0,Other reason(Specify),Yes,270.0,Paddy rice
119,22004.0,South,Gisagara,1.0,14819546.0,Pure,1.0,Paddy rice,14819546.0,,,Before 01/09,Between 01-28/02,Improved seeds,,,,,Kg,25325.0,25325.0,8863750.0,Recognized seed multipliers/NGO,1217304.0,0.0,1217304.0,Good harvest as it was expected,Yes,240.0,Paddy rice
120,22005.0,South,Gisagara,1.0,1176549.5,Pure,1.0,Paddy rice,1176549.5,,,Between 01-15/10,Between 01-28/02,Improved seeds,,,,,Kg,3330.0,3330.0,1332000.0,RAB/NAEB/SECTOR,499500.0,0.0,499500.0,Drought,Yes,274.0,Paddy rice
121,22006.0,South,Gisagara,6.0,62838.844,Pure,1.0,Banana for beer,5236.5703,200.0,22.0,Between 01-15/09,between 01-15 /12,Traditional seeds,NA,,,0.0,,,,,,85.0,120.0,205.0,Insufficient rainfall,No,,Banana for beer
122,22006.0,South,Gisagara,31.0,4494.988,Pure,1.0,Other annual crop,4494.988,,,Before 01/09,Between 01-28/02,Traditional seeds,NA,,,0.0,,,,,,0.0,140000.0,140000.0,Good harvest as it was expected,No,,Other crops
123,22006.0,South,Gisagara,32.0,706.7229,Pure,1.0,Napia grass for fodder,706.7229,,,Before 01/09,Between 01-28/02,Traditional seeds,NA,,,0.0,,,,,,0.0,700.0,700.0,Other reason(Specify),No,,Other crops
124,22007.0,South,Gisagara,1.0,4143304.8,Pure,1.0,Paddy rice,4143304.8,,,Between 01-15/10,between 16- 31/01,Improved seeds,,,,,Kg,12518.0,12518.0,4381300.0,Recognized seed multipliers/NGO,932405.0,316556.0,1248961.0,Other reason(Specify),Yes,285.0,Paddy rice
125,22008.0,South,Gisagara,1.0,1133312.8,Pure,1.0,Maize,1133312.8,,,Before 01/09,between 01-15 /12,Improved seeds,,,,,Kg,1850.0,1850.0,545750.0,Recognized seed multipliers/NGO,162000.0,0.0,162000.0,Insufficient rainfall,Yes,240.0,Maize
126,22009.0,South,Gisagara,1.0,505215.72,Pure,1.0,Maize,505215.72,,,Before 01/09,Before 01/12,Improved seeds,,,,,Kg,1200.0,1200.0,354000.0,Shops of improved seeds,80000.0,0.0,80000.0,Inappropriete seeds,Yes,240.0,Maize
127,22009.0,South,Gisagara,2.0,924795.75,Pure,1.0,Maize,924795.75,,,Between 01-15/09,Between 01-28/02,Improved seeds,,,,,Kg,600.0,600.0,177000.0,Shops of improved seeds,0.0,40000.0,40000.0,Drought,Yes,240.0,Maize
128,22010.0,South,Gisagara,2.0,1928146.2,Pure,1.0,Paddy rice,1928146.2,,,Between 01-15/10,between 16- 31/12 ,Both(Trad and Improved,Kg,1121.4,1121.4,392490.0,Kg,8223.6,8223.6,2878260.0,Recognized seed multipliers/NGO,844900.0,0.0,844900.0,Other reason(Specify),Yes,279.0,Paddy rice
129,22011.0,South,Gisagara,1.0,1021967.9,Pure,1.0,Maize,1021967.9,,,Between 01-15/10,After February,Improved seeds,,,,,Kg,4000.0,4000.0,1160000.0,Shops of improved seeds,192000.0,0.0,192000.0,Insufficient rainfall,Yes,400.0,Maize
130,22012.0,South,Gisagara,1.0,1087999.4,Pure,1.0,Paddy rice,1087999.4,,,Between 01-15/10,between 16- 31/01,Improved seeds,,,,,Kg,3179.7,3179.7,1112895.0,Recognized seed multipliers/NGO,466356.0,0.0,466356.0,Other reason(Specify),Yes,284.0,Paddy rice
131,22013.0,South,Gisagara,1.0,4668098.5,Pure,1.0,Paddy rice,4668098.5,,,Between 16-31/10,Between 01-28/02,Improved seeds,,,,,Kg,1327.0,1327.0,464450.0,Recognized seed multipliers/NGO,377463.0,212325.6,589788.6,Other reason(Specify),Yes,261.0,Paddy rice
132,22014.0,South,Gisagara,1.0,670168.94,Pure,1.0,Paddy rice,670168.94,,,Between 01-15/09,between 16- 31/12 ,Traditional seeds,Kg,1641.0,0.0,,,,,,,82050.0,0.0,82050.0,Other reason(Specify),Yes,290.0,Paddy rice
