,LSF_ID,Province,District,Plot No,Plot area(m^2),Organic fertilizer,organic fertilizer used (kg),inorganic fertilizer,inorganic fertilizer type,inorganic fertilizer used (kg),source inorganic fertilizer
199,21001.0,South,Nyanza,23.0,10829.3942493,1,850.0,1,Urea,43.0,Market
200,21001.0,South,Nyanza,26.0,39840.8294529,1,3000.0,1,DAP,637.0,Market
201,21001.0,South,Nyanza,26.0,39840.8294529,1,3000.0,1,Urea,159.0,Market
202,21001.0,South,Nyanza,27.0,12819.6693192,1,1000.0,1,Urea,51.0,Market
203,21001.0,South,Nyanza,27.0,12819.6693192,1,1000.0,1,DAP,204.0,Market
204,21002.0,South,Nyanza,2.0,1516351.0,1,94200.0,1,NPK 17-17-17,4710.0,Government(MINAGRI/RAB/NAEB/District
205,21002.0,South,Nyanza,2.0,1516351.0,1,94200.0,1,Urea,2355.0,Government(MINAGRI/RAB/NAEB/District
206,21007.0,South,Nyanza,1.0,1791965.5,1,716920.0,1,NPK 17-17-17,35846.0,Government(MINAGRI/RAB/NAEB/District
207,21007.0,South,Nyanza,1.0,1791965.5,1,716920.0,1,Urea,17923.0,Government(MINAGRI/RAB/NAEB/District
208,22001.0,South,Gisagara,1.0,2810.88715523,1,1000.0,1,Urea,15.0,Government(MINAGRI/RAB/NAEB/District
209,22001.0,South,Gisagara,1.0,2810.88715523,1,1000.0,1,DAP,7.5,Government(MINAGRI/RAB/NAEB/District
210,22001.0,South,Gisagara,5.0,8557.48498673,1,350.0,1,Urea,4.0,Government(MINAGRI/RAB/NAEB/District
211,22001.0,South,Gisagara,5.0,8557.48498673,1,350.0,1,DAP,2.0,Government(MINAGRI/RAB/NAEB/District
212,22001.0,South,Gisagara,6.0,5946.24597914,1,30000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
213,22001.0,South,Gisagara,6.0,5946.24597914,1,30000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
214,22001.0,South,Gisagara,6.0,5946.24597914,1,30000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
215,22001.0,South,Gisagara,7.0,1030.30022251,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
216,22001.0,South,Gisagara,7.0,1030.30022251,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
217,22001.0,South,Gisagara,7.0,1030.30022251,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
218,22001.0,South,Gisagara,8.0,7615.9382017,1,4000.0,1,Urea,100.0,Government(MINAGRI/RAB/NAEB/District
219,22001.0,South,Gisagara,8.0,7615.9382017,1,4000.0,1,DAP,50.0,Government(MINAGRI/RAB/NAEB/District
220,22001.0,South,Gisagara,10.0,14900.5425157,1,4000.0,1,DAP,42.5,Government(MINAGRI/RAB/NAEB/District
221,22001.0,South,Gisagara,10.0,14900.5425157,1,4000.0,1,Urea,82.0,Government(MINAGRI/RAB/NAEB/District
222,22001.0,South,Gisagara,11.0,9882.39009491,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
223,22001.0,South,Gisagara,11.0,9882.39009491,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
224,22001.0,South,Gisagara,11.0,9882.39009491,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
225,22001.0,South,Gisagara,14.0,2318.10110869,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
226,22001.0,South,Gisagara,14.0,2318.10110869,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
227,22001.0,South,Gisagara,14.0,2318.10110869,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
228,22001.0,South,Gisagara,16.0,1027.64222176,1,1500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
229,22001.0,South,Gisagara,16.0,1027.64222176,1,1500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
230,22001.0,South,Gisagara,16.0,1027.64222176,1,1500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
231,22001.0,South,Gisagara,17.0,1554.86375563,1,1500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
232,22001.0,South,Gisagara,17.0,1554.86375563,1,1500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
233,22001.0,South,Gisagara,17.0,1554.86375563,1,1500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
234,22002.0,South,Gisagara,1.0,450272.90625,1,205000.0,1,DAP,2400.0,Government & Market
235,22002.0,South,Gisagara,1.0,450272.90625,1,205000.0,1,Urea,1200.0,Government & Market
236,22003.0,South,Gisagara,1.0,736061.4375,0,0.0,1,NPK 17-17-17,14000.0,Government & Market
237,22003.0,South,Gisagara,1.0,736061.4375,0,0.0,1,Urea,7000.0,Government & Market
238,22004.0,South,Gisagara,1.0,1273336.75,1,1519500.0,1,DAP,10000.0,Market
239,22005.0,South,Gisagara,1.0,1175108.875,1,16000.0,1,NPK 17-17-17,160000.0,Government & Market
240,22005.0,South,Gisagara,1.0,1175108.875,1,16000.0,1,Urea,8000.0,Government & Market
241,22006.0,South,Gisagara,5.0,15272.5368397,1,10000.0,1,Other inorganic fertilizer (to specify),79.0,Government(MINAGRI/RAB/NAEB/District
242,22006.0,South,Gisagara,6.0,62838.843714,1,20000.0,1,Other inorganic fertilizer (to specify),1038.0,Government(MINAGRI/RAB/NAEB/District
243,22006.0,South,Gisagara,18.0,15438.4036935,1,10000.0,1,Other inorganic fertilizer (to specify),167.0,Government(MINAGRI/RAB/NAEB/District
244,22006.0,South,Gisagara,24.0,75937.0087759,1,23000.0,1,Other inorganic fertilizer (to specify),482.0,Government(MINAGRI/RAB/NAEB/District
245,22006.0,South,Gisagara,28.0,19210.9186636,1,2900.0,1,Other inorganic fertilizer (to specify),65.0,Government(MINAGRI/RAB/NAEB/District
246,22006.0,South,Gisagara,29.0,3366.1193985,1,700.0,1,Other inorganic fertilizer (to specify),15.0,Government(MINAGRI/RAB/NAEB/District
247,22006.0,South,Gisagara,30.0,49491.3443461,1,18000.0,1,Other inorganic fertilizer (to specify),506.0,Government(MINAGRI/RAB/NAEB/District
248,22006.0,South,Gisagara,31.0,4494.98771666,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
249,22006.0,South,Gisagara,32.0,706.722915929,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
250,22006.0,South,Gisagara,33.0,4964.90765441,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
251,22006.0,South,Gisagara,34.0,58681.3309346,1,12400.0,1,Other inorganic fertilizer (to specify),309.0,Government(MINAGRI/RAB/NAEB/District
252,22006.0,South,Gisagara,35.0,2182.65684536,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
253,22006.0,South,Gisagara,36.0,2431.85154353,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
254,22006.0,South,Gisagara,37.0,334.570886462,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
255,22007.0,South,Gisagara,1.0,4143304.75,0,0.0,1,Urea,41728.0,Market
256,22007.0,South,Gisagara,1.0,4143304.75,0,0.0,1,NPK 17-17-17,83456.0,Market
257,22008.0,South,Gisagara,1.0,1133312.75,1,37000.0,1,DAP,3000.0,Government & Market
258,22009.0,South,Gisagara,1.0,505215.706417,1,3000.0,1,DAP,1500.0,Market
259,22009.0,South,Gisagara,2.0,924795.761575,0,0.0,1,DAP,1200.0,Market
260,22010.0,South,Gisagara,2.0,1899565.625,0,0.0,1,NPK 17-17-17,40000.0,Other place (Specify)
261,22010.0,South,Gisagara,2.0,1899565.625,0,0.0,1,Urea,20000.0,Other place (Specify)
262,22011.0,South,Gisagara,1.0,1021967.8125,1,480000.0,1,Urea,4800.0,Government & Market
263,22011.0,South,Gisagara,1.0,1021967.8125,1,480000.0,1,DAP,9600.0,Government & Market
264,22012.0,South,Gisagara,1.0,1037479.625,0,0.0,1,NPK 17-17-17,21198.0,Government(MINAGRI/RAB/NAEB/District
265,22012.0,South,Gisagara,1.0,1037479.625,0,0.0,1,NPK 20-10-10,10599.0,Government(MINAGRI/RAB/NAEB/District
266,22013.0,South,Gisagara,1.0,4576581.0,0,0.0,1,Urea,884.5,Market
267,22013.0,South,Gisagara,1.0,4576581.0,0,0.0,1,NPK 17-17-17,115450.0,Market
268,22013.0,South,Gisagara,1.0,4576581.0,0,0.0,1,Other inorganic fertilizer (to specify),168.0,Market
269,22014.0,South,Gisagara,1.0,670168.892818,1,13500.0,1,Urea,3000.0,Government(MINAGRI/RAB/NAEB/District
270,22014.0,South,Gisagara,1.0,670168.892818,1,13500.0,1,NPK 17-17-17,6000.0,Government(MINAGRI/RAB/NAEB/District
271,22015.0,South,Gisagara,1.0,3714484.5,0,0.0,1,Urea,19209.0,Government(MINAGRI/RAB/NAEB/District
272,22015.0,South,Gisagara,1.0,3714484.5,0,0.0,1,NPK 17-17-17,38418.0,Government(MINAGRI/RAB/NAEB/District
273,23001.0,South,Nyaruguru,1.0,32469.3375267,1,4800.0,1,Other inorganic fertilizer (to specify),18464.0,Market
274,23001.0,South,Nyaruguru,1.0,32469.3375267,1,4800.0,1,NPK 17-17-17,903.0,Market
275,23001.0,South,Nyaruguru,4.0,27616.3067142,1,4400.0,1,Other inorganic fertilizer (to specify),15773.0,Market
276,23001.0,South,Nyaruguru,4.0,27616.3067142,1,4400.0,1,NPK 17-17-17,483.5,Market
277,23001.0,South,Nyaruguru,5.0,2465.62701713,1,380.0,1,NPK 17-17-17,84.0,Market
278,23001.0,South,Nyaruguru,5.0,2465.62701713,1,380.0,1,Other inorganic fertilizer (to specify),2169.6,Market
279,23001.0,South,Nyaruguru,9.0,2861.67601609,1,460.0,1,Other inorganic fertilizer (to specify),2621.6,Market
280,23001.0,South,Nyaruguru,9.0,2861.67601609,1,460.0,1,NPK 17-17-17,101.5,Market
281,23001.0,South,Nyaruguru,11.0,305.600365228,1,128.0,1,DAP,48.0,Market
282,24001.0,South,Huye,1.0,542754.125,0,0.0,1,Urea,4552.0,Market
283,24001.0,South,Huye,1.0,542754.125,0,0.0,1,NPK 17-17-17,9776.0,Government(MINAGRI/RAB/NAEB/District
284,24002.0,South,Huye,1.0,512763.625,0,0.0,1,NPK 17-17-17,9200.0,Government(MINAGRI/RAB/NAEB/District
285,24002.0,South,Huye,1.0,512763.625,0,0.0,1,Urea,4850.0,Government(MINAGRI/RAB/NAEB/District
286,24004.0,South,Gisagara,1.0,446237.59375,0,0.0,1,Lliquid urea,2050.0,Market
287,24004.0,South,Gisagara,1.0,446237.59375,0,0.0,1,NPK 17-17-17,2050.0,Market
288,24004.0,South,Gisagara,1.0,446237.59375,0,0.0,1,Other inorganic fertilizer (to specify),160.0,Market
289,24004.0,South,Gisagara,39.0,3583.72616651,1,700.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
290,24004.0,South,Gisagara,39.0,3583.72616651,1,700.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
291,24004.0,South,Gisagara,39.0,3583.72616651,1,700.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
292,24004.0,South,Gisagara,40.0,8813.14879368,1,500.0,1,Other inorganic fertilizer (to specify),3.5,Government(MINAGRI/RAB/NAEB/District
293,24004.0,South,Gisagara,42.0,2754.41644681,1,150.0,1,Other inorganic fertilizer (to specify),89.0,Government(MINAGRI/RAB/NAEB/District
294,24004.0,South,Gisagara,44.0,12231.6350408,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
295,24004.0,South,Gisagara,45.0,11151.6011553,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
296,24004.0,South,Gisagara,47.0,2263.03499286,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
297,24004.0,South,Gisagara,48.0,4313.9004046,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
298,24004.0,South,Gisagara,49.0,6907.64157682,1,2200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
299,24004.0,South,Gisagara,49.0,6907.64157682,1,2200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
300,24004.0,South,Gisagara,49.0,6907.64157682,1,2200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
301,24004.0,South,Gisagara,51.0,2258.5930928,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
302,24004.0,South,Gisagara,54.0,18226.6689381,1,1400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
303,24004.0,South,Gisagara,54.0,18226.6689381,1,1400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
304,24004.0,South,Gisagara,54.0,18226.6689381,1,1400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
305,24004.0,South,Gisagara,56.0,14515.4206076,1,2100.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
306,24004.0,South,Gisagara,56.0,14515.4206076,1,2100.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
307,24004.0,South,Gisagara,56.0,14515.4206076,1,2100.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
308,24004.0,South,Gisagara,62.0,39101.7623443,1,1800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
309,24004.0,South,Gisagara,62.0,39101.7623443,1,1800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
310,24004.0,South,Gisagara,62.0,39101.7623443,1,1800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
311,24004.0,South,Gisagara,68.0,5506.01157709,1,400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
312,24004.0,South,Gisagara,68.0,5506.01157709,1,400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
313,24004.0,South,Gisagara,68.0,5506.01157709,1,400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
314,24004.0,South,Gisagara,69.0,14773.632211,1,1300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
315,24004.0,South,Gisagara,69.0,14773.632211,1,1300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
316,24004.0,South,Gisagara,69.0,14773.632211,1,1300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
317,24005.0,South,Huye,1.0,395138.21875,1,3000.0,1,NPK 17-17-17,3702.0,Market
318,24005.0,South,Huye,1.0,395138.21875,1,3000.0,1,Urea,3560.0,Market
319,24006.0,South,Huye,1.0,1394458.75,1,2375.0,1,NPK 17-17-17,10000.0,Government & Market
320,24006.0,South,Huye,1.0,1394458.75,1,2375.0,1,Urea,5000.0,Government & Market
321,24007.0,South,Huye,1.0,1078251.25,0,0.0,1,NPK 17-17-17,12000.0,Market
322,24007.0,South,Huye,1.0,1078251.25,0,0.0,1,Urea,6300.0,Market
323,24008.0,South,Huye,1.0,1243641.75,1,16470.0,1,Other inorganic fertilizer (to specify),23540.0,Government(MINAGRI/RAB/NAEB/District
324,24008.0,South,Huye,1.0,1243641.75,1,16470.0,1,Urea,11770.0,Government(MINAGRI/RAB/NAEB/District
325,24008.0,South,Huye,1.0,1243641.75,1,16470.0,1,NPK 17-17-17,23540.0,Government(MINAGRI/RAB/NAEB/District
326,24010.0,South,Huye,1.0,407908.59375,0,0.0,1,NPK 17-17-17,5785.0,Market
327,24011.0,South,Huye,1.0,534606.5,0,0.0,1,NPK 17-17-17,7200.0,Market
328,24011.0,South,Huye,1.0,534606.5,0,0.0,1,Urea,3600.0,Market
329,24012.0,South,Huye,1.0,743445.125,0,0.0,1,NPK 17-17-17,4590.4,Government & Market
330,24012.0,South,Huye,1.0,743445.125,0,0.0,1,Urea,2295.2,Government & Market
331,24013.0,South,Huye,1.0,461095.03125,0,0.0,1,NPK 17-17-17,5000.0,Government(MINAGRI/RAB/NAEB/District
332,24013.0,South,Huye,1.0,461095.03125,0,0.0,1,Urea,2500.0,Government(MINAGRI/RAB/NAEB/District
333,24014.0,South,Huye,2.0,403626.0,1,3772.0,1,Urea,881.0,Government & Market
334,24014.0,South,Huye,2.0,403626.0,1,3772.0,1,NPK 17-17-17,1762.0,Government & Market
335,24015.0,South,Huye,1.0,521955.0625,0,0.0,1,Urea,5095.0,Market
336,24015.0,South,Huye,1.0,521955.0625,0,0.0,1,NPK 17-17-17,3728.0,Market
337,24016.0,South,Huye,1.0,628220.5,1,229071.0,1,Urea,12879.0,Government(MINAGRI/RAB/NAEB/District
338,24016.0,South,Huye,1.0,628220.5,1,229071.0,1,DAP,3660.0,Government(MINAGRI/RAB/NAEB/District
339,25001.0,South,Nyamagabe,3.0,199708.303531,1,600000.0,1,NPK 17-17-17,6000.0,Market
340,25001.0,South,Nyamagabe,6.0,16339.4470874,1,9000.0,1,DAP,300.0,Market
341,25001.0,South,Nyamagabe,7.0,37796.7771759,1,180000.0,1,DAP,400.0,Market
342,25001.0,South,Nyamagabe,7.0,37796.7771759,1,180000.0,1,NPK 17-17-17,600.0,Market
343,25001.0,South,Nyamagabe,8.0,24259.8652677,1,6000.0,1,NPK 17-17-17,600.0,Market
344,26001.0,South,Ruhango,4.0,2257.19582587,1,800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
345,26001.0,South,Ruhango,4.0,2257.19582587,1,800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
346,26001.0,South,Ruhango,4.0,2257.19582587,1,800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
347,26001.0,South,Ruhango,5.0,785.775494522,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
348,26001.0,South,Ruhango,6.0,380.281214219,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
349,26001.0,South,Ruhango,7.0,3999.98277165,1,8000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
350,26001.0,South,Ruhango,7.0,3999.98277165,1,8000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
351,26001.0,South,Ruhango,7.0,3999.98277165,1,8000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
352,26001.0,South,Ruhango,8.0,17317.777648,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
353,26001.0,South,Ruhango,8.0,17317.777648,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
354,26001.0,South,Ruhango,8.0,17317.777648,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
355,26001.0,South,Ruhango,9.0,2568.03278124,1,4000.0,1,NPK 20-10-10,20.0,Government(MINAGRI/RAB/NAEB/District
356,26001.0,South,Ruhango,10.0,799.291813678,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
357,26001.0,South,Ruhango,13.0,949.037504926,1,400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
358,26001.0,South,Ruhango,13.0,949.037504926,1,400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
359,26001.0,South,Ruhango,13.0,949.037504926,1,400.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
360,26001.0,South,Ruhango,14.0,828.368390752,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
361,26001.0,South,Ruhango,15.0,1222.87017702,1,4000.0,1,NPK 20-10-10,20.0,Government(MINAGRI/RAB/NAEB/District
362,26001.0,South,Ruhango,16.0,158.773611933,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
363,26001.0,South,Ruhango,17.0,212.784035881,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
364,26001.0,South,Ruhango,18.0,15237.5390479,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
365,26001.0,South,Ruhango,18.0,15237.5390479,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
366,26001.0,South,Ruhango,18.0,15237.5390479,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
367,26001.0,South,Ruhango,19.0,12140.0567417,1,32000.0,1,NPK 17-17-17,200.0,Government(MINAGRI/RAB/NAEB/District
368,26001.0,South,Ruhango,20.0,1051.83754024,1,9000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
369,26001.0,South,Ruhango,20.0,1051.83754024,1,9000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
370,26001.0,South,Ruhango,20.0,1051.83754024,1,9000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
371,26002.0,South,Ruhango,1.0,878113.625,0,0.0,1,NPK 17-17-17,8938.0,Market
372,26002.0,South,Ruhango,1.0,878113.625,0,0.0,1,DAP,810.0,Market
373,26002.0,South,Ruhango,1.0,878113.625,0,0.0,1,Urea,3519.0,Market
374,26003.0,South,Ruhango,1.0,551080.25,0,0.0,1,KCL/MOP,950.5,Market
375,26003.0,South,Ruhango,1.0,551080.25,0,0.0,1,Urea,2823.0,Market
376,26003.0,South,Ruhango,1.0,551080.25,0,0.0,1,NPK 17-17-17,1989.0,Market
377,26005.0,South,Ruhango,1.0,3904869.0,0,0.0,1,DAP,28897.0,Market
378,26005.0,South,Ruhango,1.0,3904869.0,0,0.0,1,Urea,39050.0,Market
379,26005.0,South,Ruhango,1.0,3904869.0,0,0.0,1,NPK 17-17-17,78100.0,Market
380,26006.0,South,Ruhango,1.0,384504.158563,0,0.0,1,NPK 17-17-17,100.0,Market
381,26006.0,South,Ruhango,1.0,384504.158563,0,0.0,1,Urea,230.0,Market
382,26007.0,South,Ruhango,1.0,289484.59375,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
383,26008.0,South,Ruhango,1.0,146778.25,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
384,26010.0,South,Ruhango,1.0,703504.625,0,0.0,1,Urea,1650.0,Market
385,26010.0,South,Ruhango,1.0,703504.625,0,0.0,1,NPK 17-17-17,3300.0,Market
386,27001.0,South,Muhanga,2.0,319693.625,1,182000.0,1,DAP,5200.0,Market
387,27001.0,South,Muhanga,2.0,319693.625,1,182000.0,1,Urea,3913.0,Market
388,27001.0,South,Muhanga,6.0,779080.375,1,39150.0,1,Urea,850.0,Market
389,27001.0,South,Muhanga,6.0,779080.375,1,39150.0,1,DAP,1750.0,Market
390,27001.0,South,Muhanga,6.0,779080.375,1,39150.0,1,NPK 17-17-17,3600.0,Market
391,27002.0,South,Muhanga,1.0,606744.5,1,30000.0,1,Urea,3000.0,Market
392,27002.0,South,Muhanga,1.0,606744.5,1,30000.0,1,NPK 17-17-17,6000.0,Market
393,27002.0,South,Muhanga,4.0,132226.34375,1,63000.0,1,DAP,1000.0,Market
394,27002.0,South,Muhanga,4.0,132226.34375,1,63000.0,1,Urea,500.0,Market
395,27003.0,South,Muhanga,1.0,2041793.625,1,1229640.0,1,Urea,7248.0,Government & Market
396,27003.0,South,Muhanga,1.0,2041793.625,1,1229640.0,1,DAP,15402.0,Government & Market
397,27003.0,South,Muhanga,1.0,2041793.625,1,1229640.0,1,Other inorganic fertilizer (to specify),68.0,Government & Market
398,28001.0,South,Kamonyi,1.0,594811.903401,1,393600.0,1,Urea,492.0,Government & Market
399,28001.0,South,Kamonyi,1.0,594811.903401,1,393600.0,1,DAP,984.0,Government & Market
400,28001.0,South,Kamonyi,2.0,100202.952997,1,1936000.0,1,DAP,4840.0,Government & Market
401,28001.0,South,Kamonyi,2.0,100202.952997,1,1936000.0,1,Urea,2420.0,Government & Market
402,28002.0,South,Kamonyi,1.0,828034.25,0,0.0,1,Urea,4500.0,Government & Market
403,28002.0,South,Kamonyi,1.0,828034.25,0,0.0,1,NPK 17-17-17,9000.0,Government & Market
404,28003.0,South,Kamonyi,1.0,1089728.0,0,0.0,1,NPK 17-17-17,21214.0,Government(MINAGRI/RAB/NAEB/District
405,28003.0,South,Kamonyi,1.0,1089728.0,0,0.0,1,Urea,10607.0,Government(MINAGRI/RAB/NAEB/District
406,28004.0,South,Kamonyi,1.0,767470.4375,1,30000.0,1,Urea,4100.0,Government(MINAGRI/RAB/NAEB/District
407,28004.0,South,Kamonyi,1.0,767470.4375,1,30000.0,1,DAP,8700.0,Government(MINAGRI/RAB/NAEB/District
408,31001.0,West,Karongi,1.0,11728.5404743,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
409,31001.0,West,Karongi,2.0,91424.5934734,1,80000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
410,31001.0,West,Karongi,2.0,91424.5934734,1,80000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
411,31001.0,West,Karongi,2.0,91424.5934734,1,80000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
412,31001.0,West,Karongi,3.0,96142.8391438,1,100000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
413,31001.0,West,Karongi,3.0,96142.8391438,1,100000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
414,31001.0,West,Karongi,3.0,96142.8391438,1,100000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
415,33001.0,West,Rubavu,2.0,40290.0953669,1,15000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
416,33001.0,West,Rubavu,2.0,40290.0953669,1,15000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
417,33001.0,West,Rubavu,2.0,40290.0953669,1,15000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
418,33001.0,West,Rubavu,5.0,2674.30345288,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
419,33001.0,West,Rubavu,6.0,15348.0404902,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
420,33001.0,West,Rubavu,7.0,10763.5107999,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
421,33001.0,West,Rubavu,8.0,67033.3449163,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
422,33001.0,West,Rubavu,8.0,67033.3449163,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
423,33001.0,West,Rubavu,8.0,67033.3449163,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
424,33001.0,West,Rubavu,9.0,11550.7130415,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
425,33001.0,West,Rubavu,10.0,9938.66426504,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
426,33001.0,West,Rubavu,11.0,377.809636519,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
