,LSF_ID,Province,District,Plot No,Plot area(m^2),Organic fertilizer,organic fertilizer used (kg),inorganic fertilizer,inorganic fertilizer type,inorganic fertilizer used (kg),source inorganic fertilizer
427,33001.0,West,Rubavu,12.0,2736.22458165,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
428,33001.0,West,Rubavu,13.0,6422.02942292,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
429,33001.0,West,Rubavu,14.0,4508.09141648,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
430,33002.0,West,Rubavu,1.0,137215.911575,1,104000.0,1,NPK 17-17-17,2000.0,Government & Market
431,33003.0,West,Rubavu,2.0,8796.83864773,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
432,33003.0,West,Rubavu,3.0,258674.709746,1,4400.0,1,NPK 17-17-17,6600.0,Government & Market
433,33003.0,West,Rubavu,5.0,26211.5767905,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
434,36001.0,West,Rusizi,1.0,21411.3813049,1,21763.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
435,36001.0,West,Rusizi,1.0,21411.3813049,1,21763.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
436,36001.0,West,Rusizi,1.0,21411.3813049,1,21763.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
437,36001.0,West,Rusizi,2.0,25764.1690033,1,26763.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
438,36001.0,West,Rusizi,2.0,25764.1690033,1,26763.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
439,36001.0,West,Rusizi,2.0,25764.1690033,1,26763.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
440,36001.0,West,Rusizi,3.0,11713.2099934,1,18000.0,1,Urea,150.0,Government & Market
441,36001.0,West,Rusizi,3.0,11713.2099934,1,18000.0,1,DAP,150.0,Government & Market
442,36001.0,West,Rusizi,4.0,107578.055957,1,78000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
443,36001.0,West,Rusizi,4.0,107578.055957,1,78000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
444,36001.0,West,Rusizi,4.0,107578.055957,1,78000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
445,36002.0,West,Rusizi,1.0,2940973.75,1,8910.0,1,Urea,59000.0,Market
446,36002.0,West,Rusizi,1.0,2940973.75,1,8910.0,1,NPK 17-17-17,41950.0,Market
447,36003.0,West,Rusizi,3.0,4006912.25,0,0.0,1,NPK 17-17-17,76201.0,Government(MINAGRI/RAB/NAEB/District
448,36003.0,West,Rusizi,3.0,4006912.25,0,0.0,1,Urea,38100.5,Government(MINAGRI/RAB/NAEB/District
449,36004.0,West,Rusizi,1.0,2595341.6436,0,0.0,1,Urea,26628.0,Government(MINAGRI/RAB/NAEB/District
450,36004.0,West,Rusizi,1.0,2595341.6436,0,0.0,1,NPK 17-17-17,53256.0,Government(MINAGRI/RAB/NAEB/District
451,36005.0,West,Rusizi,1.0,4492769.0,0,0.0,1,NPK 17-17-17,87820.0,Government(MINAGRI/RAB/NAEB/District
452,36005.0,West,Rusizi,1.0,4492769.0,0,0.0,1,Urea,43910.0,Government(MINAGRI/RAB/NAEB/District
453,36006.0,West,Rusizi,1.0,1510493.41133,0,0.0,1,Urea,200.0,Market
454,36006.0,West,Rusizi,1.0,1510493.41133,0,0.0,1,NPK 17-17-17,300.0,Market
455,36006.0,West,Rusizi,2.0,62456.3328752,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
456,36006.0,West,Rusizi,3.0,432741.831786,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
457,36007.0,West,Rusizi,1.0,529353.9375,0,0.0,1,NPK 17-17-17,10984.0,Government(MINAGRI/RAB/NAEB/District
458,36007.0,West,Rusizi,1.0,529353.9375,0,0.0,1,Urea,5492.0,Government(MINAGRI/RAB/NAEB/District
459,37001.0,West,Nyamasheke,1.0,70406.2611592,1,18000.0,1,Other inorganic fertilizer (to specify),2000.0,Government(MINAGRI/RAB/NAEB/District
460,37001.0,West,Nyamasheke,2.0,124758.755685,1,42000.0,1,Other inorganic fertilizer (to specify),3000.0,Government(MINAGRI/RAB/NAEB/District
461,37001.0,West,Nyamasheke,3.0,21366.7579748,1,9000.0,1,Other inorganic fertilizer (to specify),567.0,Government(MINAGRI/RAB/NAEB/District
462,37001.0,West,Nyamasheke,4.0,98963.2153535,1,42000.0,1,Other inorganic fertilizer (to specify),2623.0,Government(MINAGRI/RAB/NAEB/District
463,37001.0,West,Nyamasheke,5.0,19965.6492293,1,9000.0,1,Other inorganic fertilizer (to specify),530.0,Government(MINAGRI/RAB/NAEB/District
464,37002.0,West,Nyamasheke,1.0,421615.65625,0,0.0,1,NPK 17-17-17,4000.0,Government(MINAGRI/RAB/NAEB/District
465,37002.0,West,Nyamasheke,1.0,421615.65625,0,0.0,1,Urea,2000.0,Government(MINAGRI/RAB/NAEB/District
466,37004.0,West,Nyamasheke,1.0,1242254.0,1,240000.0,1,NPK 17-17-17,12000.0,Government(MINAGRI/RAB/NAEB/District
467,37006.0,West,Nyamasheke,1.0,395529.0,0,0.0,1,NPK 17-17-17,8426.0,Government(MINAGRI/RAB/NAEB/District
468,37006.0,West,Nyamasheke,1.0,395529.0,0,0.0,1,Urea,4213.0,Government(MINAGRI/RAB/NAEB/District
469,41001.0,North,Rulindo,1.0,7860.60225055,1,800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
470,41001.0,North,Rulindo,1.0,7860.60225055,1,800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
471,41001.0,North,Rulindo,1.0,7860.60225055,1,800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
472,41001.0,North,Rulindo,2.0,31019.4001165,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
473,41001.0,North,Rulindo,2.0,31019.4001165,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
474,41001.0,North,Rulindo,2.0,31019.4001165,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
475,41001.0,North,Rulindo,3.0,18990.2755188,1,15000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
476,41001.0,North,Rulindo,3.0,18990.2755188,1,15000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
477,41001.0,North,Rulindo,3.0,18990.2755188,1,15000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
478,41001.0,North,Rulindo,4.0,19824.77734375,1,500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
479,41001.0,North,Rulindo,4.0,19824.77734375,1,500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
480,41001.0,North,Rulindo,4.0,19824.77734375,1,500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
481,41003.0,North,Rulindo,1.0,32528.2267153,1,6480.0,1,NPK 25-5-5,3240.0,Government(MINAGRI/RAB/NAEB/District
482,41003.0,North,Rulindo,3.0,18968.7160493,1,3760.0,1,NPK 25-5-5,1880.0,Government(MINAGRI/RAB/NAEB/District
483,41004.0,North,Rulindo,1.0,46932.5103663,0,0.0,1,NPK 17-17-17,500.0,Government & Market
484,41004.0,North,Rulindo,2.0,3854.06200037,0,0.0,1,NPK 17-17-17,120.0,Government & Market
485,41004.0,North,Rulindo,3.0,32679.5638801,0,0.0,1,Urea,150.0,Government(MINAGRI/RAB/NAEB/District
486,41004.0,North,Rulindo,3.0,32679.5638801,0,0.0,1,NPK 17-17-17,300.0,Government & Market
487,41004.0,North,Rulindo,4.0,75437.2082936,1,50000.0,1,NPK 17-17-17,1800.0,Government & Market
488,41004.0,North,Rulindo,5.0,38273.932078,0,0.0,1,NPK 17-17-17,1000.0,Government & Market
489,41004.0,North,Rulindo,6.0,3586.89802451,1,4000.0,1,NPK 17-17-17,50.0,Government & Market
490,41004.0,North,Rulindo,7.0,694.183771811,1,2000.0,1,NPK 17-17-17,25.0,Government & Market
491,41005.0,North,Rulindo,1.0,19070.3850868,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
492,43001.0,North,Musanze,1.0,2040.41486048,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
493,43001.0,North,Musanze,2.0,5503.78438286,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
494,43001.0,North,Musanze,4.0,728.116763654,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
495,43001.0,North,Musanze,6.0,1082.5332491,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
496,43001.0,North,Musanze,7.0,1258.32930365,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
497,43001.0,North,Musanze,8.0,2007.79419162,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
498,43001.0,North,Musanze,11.0,24453.7606647,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
499,43001.0,North,Musanze,12.0,1641.80654319,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
500,43001.0,North,Musanze,13.0,2425.78856755,1,600.0,1,NPK 17-17-17,90.0,Government(MINAGRI/RAB/NAEB/District
501,43001.0,North,Musanze,15.0,3613.79944042,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
502,43001.0,North,Musanze,17.0,2120.46928399,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
503,45001.0,North,Gicumbi,1.0,91445.3102476,1,8540.0,1,Urea,350.0,Government & Market
504,45001.0,North,Gicumbi,1.0,91445.3102476,1,8540.0,1,DAP,700.0,Government & Market
505,45001.0,North,Gicumbi,2.0,19719.8321601,1,1840.0,1,NPK 17-17-17,54.0,Government(MINAGRI/RAB/NAEB/District
506,45001.0,North,Gicumbi,3.0,15532.1701653,1,1446.0,1,NPK 17-17-17,520.0,Government(MINAGRI/RAB/NAEB/District
507,45001.0,North,Gicumbi,4.0,101384.409518,1,10000.0,1,Urea,125.0,Government(MINAGRI/RAB/NAEB/District
508,45001.0,North,Gicumbi,4.0,101384.409518,1,10000.0,1,DAP,125.0,Government(MINAGRI/RAB/NAEB/District
509,45001.0,North,Gicumbi,9.0,10016.7452878,1,1000.0,1,Urea,12.0,Government(MINAGRI/RAB/NAEB/District
510,45001.0,North,Gicumbi,9.0,10016.7452878,1,1000.0,1,DAP,12.0,Government(MINAGRI/RAB/NAEB/District
511,45001.0,North,Gicumbi,10.0,19038.3415719,1,1773.0,1,NPK 17-17-17,52.0,Government(MINAGRI/RAB/NAEB/District
512,45002.0,East,Gicumbi,7.0,264275.9375,0,0.0,1,Urea,600.0,Government(MINAGRI/RAB/NAEB/District
513,45002.0,East,Gicumbi,7.0,264275.9375,0,0.0,1,Other inorganic fertilizer (to specify),20.0,Market
514,45002.0,East,Gicumbi,7.0,264275.9375,0,0.0,1,DAP,1321.0,Government(MINAGRI/RAB/NAEB/District
515,51001.0,East,Rwamagana,1.0,30818.1044143,1,7000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
516,51001.0,East,Rwamagana,1.0,30818.1044143,1,7000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
517,51001.0,East,Rwamagana,1.0,30818.1044143,1,7000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
518,51001.0,East,Rwamagana,2.0,35391.0141145,1,9100.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
519,51001.0,East,Rwamagana,2.0,35391.0141145,1,9100.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
520,51001.0,East,Rwamagana,2.0,35391.0141145,1,9100.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
521,51001.0,East,Rwamagana,4.0,57364.241728,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
522,51001.0,East,Rwamagana,5.0,9079.38108449,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
523,51001.0,East,Rwamagana,5.0,9079.38108449,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
524,51001.0,East,Rwamagana,5.0,9079.38108449,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
525,51001.0,East,Rwamagana,9.0,53993.7255736,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
526,51001.0,East,Rwamagana,10.0,40539.9786961,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
527,51001.0,East,Rwamagana,11.0,4980.1974839,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
528,51002.0,East,Rwamagana,1.0,42740.3151021,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
529,51002.0,East,Rwamagana,1.0,42740.3151021,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
530,51002.0,East,Rwamagana,1.0,42740.3151021,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
531,51002.0,East,Rwamagana,2.0,13202.1333203,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
532,51002.0,East,Rwamagana,5.0,10989.019234,1,6800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
533,51002.0,East,Rwamagana,5.0,10989.019234,1,6800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
534,51002.0,East,Rwamagana,5.0,10989.019234,1,6800.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
535,51002.0,East,Rwamagana,7.0,10730.8672614,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
536,51002.0,East,Rwamagana,7.0,10730.8672614,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
537,51002.0,East,Rwamagana,7.0,10730.8672614,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
538,51002.0,East,Rwamagana,9.0,2732.78166826,1,300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
539,51002.0,East,Rwamagana,9.0,2732.78166826,1,300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
540,51002.0,East,Rwamagana,9.0,2732.78166826,1,300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
541,51003.0,East,Rwamagana,2.0,8414.82019782,1,9000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
542,51003.0,East,Rwamagana,2.0,8414.82019782,1,9000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
543,51003.0,East,Rwamagana,2.0,8414.82019782,1,9000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
544,51003.0,East,Rwamagana,3.0,5850.74046523,1,5000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
545,51003.0,East,Rwamagana,3.0,5850.74046523,1,5000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
546,51003.0,East,Rwamagana,3.0,5850.74046523,1,5000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
547,51003.0,East,Rwamagana,7.0,47137.7583411,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
548,51004.0,East,Rwamagana,1.0,19701.0131655,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
549,51004.0,East,Rwamagana,1.0,19701.0131655,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
550,51004.0,East,Rwamagana,1.0,19701.0131655,1,1000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
551,51004.0,East,Rwamagana,2.0,14848.2003067,0,0.0,1,Urea,75.0,Government & Market
552,51004.0,East,Rwamagana,2.0,14848.2003067,0,0.0,1,DAP,100.0,Government & Market
553,51004.0,East,Rwamagana,3.0,55376.729762,0,0.0,1,Urea,277.0,Government & Market
554,51004.0,East,Rwamagana,3.0,55376.729762,0,0.0,1,DAP,554.0,Government & Market
555,51004.0,East,Rwamagana,9.0,16016.8126037,1,360.0,1,NPK 17-17-17,135000.0,Government & Market
556,51005.0,East,Rwamagana,1.0,1841.84226682,1,4000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
557,51005.0,East,Rwamagana,1.0,1841.84226682,1,4000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
558,51005.0,East,Rwamagana,1.0,1841.84226682,1,4000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
559,51005.0,East,Rwamagana,2.0,2555.52172744,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
560,51005.0,East,Rwamagana,3.0,5092.42959948,1,500.0,1,NPK 17-17-17,2650.0,Market
561,51005.0,East,Rwamagana,5.0,25334.4167364,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
562,51005.0,East,Rwamagana,5.0,25334.4167364,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
563,51005.0,East,Rwamagana,5.0,25334.4167364,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
564,51005.0,East,Rwamagana,6.0,3782.38156658,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
565,51005.0,East,Rwamagana,8.0,5891.45036982,1,300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
566,51005.0,East,Rwamagana,8.0,5891.45036982,1,300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
567,51005.0,East,Rwamagana,8.0,5891.45036982,1,300.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
568,51005.0,East,Rwamagana,9.0,2981.53218787,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
569,51005.0,East,Rwamagana,9.0,2981.53218787,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
570,51005.0,East,Rwamagana,9.0,2981.53218787,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
571,51005.0,East,Rwamagana,10.0,1352.97010991,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
572,51005.0,East,Rwamagana,10.0,1352.97010991,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
573,51005.0,East,Rwamagana,10.0,1352.97010991,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
574,51005.0,East,Rwamagana,11.0,8231.19311893,1,500.0,1,NPK 17-17-17,10600.0,Market
575,51005.0,East,Rwamagana,12.0,1174.78352355,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
576,51005.0,East,Rwamagana,13.0,3116.54527325,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
577,51005.0,East,Rwamagana,14.0,12617.5481427,1,1000.0,1,Urea,7100.0,Market
578,51005.0,East,Rwamagana,16.0,4765.5203311,1,500.0,1,NPK 17-17-17,10600.0,Market
579,51005.0,East,Rwamagana,17.0,4620.62149184,1,100.0,1,Urea,2485.0,Market
580,51005.0,East,Rwamagana,18.0,494.828197977,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
581,51005.0,East,Rwamagana,20.0,1153.39759495,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
582,51005.0,East,Rwamagana,21.0,6202.04882164,1,300.0,1,Urea,2130.0,Market
583,51005.0,East,Rwamagana,22.0,1237.68869249,0,0.0,1,NPK 17-17-17,2080.0,Government(MINAGRI/RAB/NAEB/District
584,51006.0,East,Rwamagana,2.0,26007.0781715,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
585,51006.0,East,Rwamagana,5.0,32478.7998109,1,600.0,1,Urea,90000.0,Government & Market
586,51006.0,East,Rwamagana,6.0,40668.7193541,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
587,51006.0,East,Rwamagana,10.0,0.0,1,3740.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
588,51006.0,East,Rwamagana,10.0,0.0,1,3740.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
589,51006.0,East,Rwamagana,10.0,0.0,1,3740.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
590,51007.0,East,Rwamagana,2.0,5133.8060464,1,3825.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
591,51007.0,East,Rwamagana,2.0,5133.8060464,1,3825.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
592,51007.0,East,Rwamagana,2.0,5133.8060464,1,3825.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
593,51007.0,East,Rwamagana,4.0,1968.66594378,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
594,51007.0,East,Rwamagana,5.0,8845.82786682,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
595,51007.0,East,Rwamagana,7.0,3827.63099488,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
596,51007.0,East,Rwamagana,9.0,31872.1872992,1,5000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
597,51007.0,East,Rwamagana,9.0,31872.1872992,1,5000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
598,51007.0,East,Rwamagana,9.0,31872.1872992,1,5000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
599,51007.0,East,Rwamagana,12.0,1743.84341581,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
600,51007.0,East,Rwamagana,14.0,40598.6663292,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
601,51007.0,East,Rwamagana,14.0,40598.6663292,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
602,51007.0,East,Rwamagana,14.0,40598.6663292,1,16000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
603,51007.0,East,Rwamagana,15.0,3085.40944372,1,1900.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
604,51007.0,East,Rwamagana,15.0,3085.40944372,1,1900.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
605,51007.0,East,Rwamagana,15.0,3085.40944372,1,1900.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
606,51007.0,East,Rwamagana,16.0,1710.20593871,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
607,51007.0,East,Rwamagana,18.0,954.806023187,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
608,51007.0,East,Rwamagana,20.0,891.249266786,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
609,51008.0,East,Rwamagana,5.0,4117.95970787,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
610,51008.0,East,Rwamagana,7.0,16633.3860902,1,3500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
611,51008.0,East,Rwamagana,7.0,16633.3860902,1,3500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
612,51008.0,East,Rwamagana,7.0,16633.3860902,1,3500.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
613,51008.0,East,Rwamagana,8.0,20753.6083897,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
614,51008.0,East,Rwamagana,10.0,3667.30724926,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
615,51009.0,East,Rwamagana,1.0,124038.14877,0,0.0,1,DAP,3077.0,Government & Market
616,51009.0,East,Rwamagana,1.0,124038.14877,0,0.0,1,Lliquid urea,30.0,Government & Market
617,51009.0,East,Rwamagana,2.0,802158.511675,0,0.0,1,Lliquid urea,66.0,Government & Market
618,51009.0,East,Rwamagana,2.0,802158.511675,0,0.0,1,DAP,8923.0,Government & Market
619,51009.0,East,Rwamagana,4.0,106582.759404,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
620,51009.0,East,Rwamagana,5.0,39303.6601949,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
621,51009.0,East,Rwamagana,6.0,47876.485596,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
622,51009.0,East,Rwamagana,8.0,22744.9910326,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
623,51009.0,East,Rwamagana,8.0,22744.9910326,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
624,51009.0,East,Rwamagana,8.0,22744.9910326,1,200.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
625,51010.0,East,Rwamagana,1.0,88994.857873,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
626,51010.0,East,Rwamagana,1.0,88994.857873,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
627,51010.0,East,Rwamagana,1.0,88994.857873,1,3000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
628,51010.0,East,Rwamagana,2.0,6990.86378326,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
629,51010.0,East,Rwamagana,3.0,18653.812363,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
630,51010.0,East,Rwamagana,4.0,18578.7236424,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
631,51010.0,East,Rwamagana,7.0,13353.6830964,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
632,51010.0,East,Rwamagana,8.0,18999.4885491,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
633,51010.0,East,Rwamagana,9.0,60586.9581817,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
634,51010.0,East,Rwamagana,10.0,132933.196379,0,0.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
635,51010.0,East,Rwamagana,12.0,15387.5769195,1,7000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
636,51010.0,East,Rwamagana,12.0,15387.5769195,1,7000.0,0,N/Ainorganic fertilizer type,0.0,N/Asource inorganic fertilizer
