,plot_area(m^2)_x,crops_in_plot,total_harvested,crop_proportion,npk_20-10-10,kcl/mop,Kigali,South,Gasabo,Gatsibo,Gisagara,Huye,Kayonza,Kirehe,Nyagatare,Rusizi,Rwamagana,Mixed,Bush bean,Cooking banana,Dessert banana,Paddy rice,Both(Trad and Improved,Improved seeds,quanitiy_harvested_(kg)
180,34002.336,2.0,130.0,0.3,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,130.0
181,399102.88,1.0,166500.0,1.0,0.0,2405.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,112500.0
182,1510493.5,1.0,11000.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11000.0
183,45818.82,3.0,3250.0,0.7,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1250.0
184,872.4403,1.0,1287.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.0
185,1012.7815,2.0,60.0,0.09999999400000001,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
186,2007.7942,1.0,1600.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1600.0
187,1504.3405,1.0,2256.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256.0
188,3153.4524,1.0,261.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,261.0
189,397.95972,1.0,1000.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
190,14693.514,1.0,36750.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36750.0
191,19070.385,3.0,10290.0,0.29999998,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9240.0
192,728.11676,1.0,2641.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2391.0
193,868.82385,4.0,20.0,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,20.0
194,277271.72,2.0,200.0,0.09999999400000001,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
195,567602.56,1.0,244168.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,244168.0
196,43546.945,1.0,39200.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000.0
197,11147.481000000002,1.0,158.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,158.0
198,454612.12,1.0,223750.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,223750.0
199,13202.133,2.0,420.0,0.20000002,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,20.0
200,52739.48,1.0,2472.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2472.0
201,130686.055,4.0,1375.0,0.95000005,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1300.0
202,763.7096,1.0,24.0,0.98,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
203,3362.0483,3.0,19500.0,0.15789473,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0
204,99785.82,1.0,16467.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16467.0
205,606744.56,1.0,185000.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185000.0
206,2324.4944,1.0,4065.7,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455.85
207,8796.839,1.0,150.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0
208,347769.3,1.0,112358.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,112358.0
209,12313.96,1.0,9000.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000.0
210,8684584.0,1.0,3821928.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3821928.0
211,9066.952,3.0,504.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,504.0
212,22237.701,1.0,130.0,0.45000002,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130.0
213,8557.484,2.0,36000.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,33000.0
214,881.09784,1.0,44.55,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.55
215,166466.81,2.0,8880.0,0.59999996,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,8880.0
216,4787758.0,1.0,1482000.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1482000.0
217,2583.9365,1.0,45.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45.0
218,219911.34,1.0,329400.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256200.0
219,10785.322,1.0,896.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,896.0
220,1137444.6,1.0,416250.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,416250.0
221,56122.234000000004,1.0,721.75,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,721.75
222,349362.34,1.0,112875.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,112875.0
223,47137.758,1.0,157230.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,131026.0
224,19159.928,3.0,275.0,0.21052632,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,275.0
225,5524.75,1.0,130.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.0
226,20445.9,4.0,680.0,0.14999999,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,600.0
227,32492.808999999997,1.0,6000.0,0.75000006,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4800.0
228,79439.62,3.0,195.0,0.40000004,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,195.0
229,3161.54,3.0,13.5,0.16666667,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
230,5245.491,1.0,1560.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
231,18653.811999999998,1.0,29400.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
232,34293.086,3.0,16100.0,0.8500001,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2000.0
233,1032.6678,2.0,3.0,0.050000004,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
234,3999.9827,1.0,6200.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000.0
235,36541.613,1.0,2587.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2587.0
236,42765.918,1.0,2500.0,0.4,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
237,19070.385,3.0,3450.0,0.45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2550.0
238,537212.56,1.0,204000.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,204000.0
239,2784.9563,1.0,39.0,0.15,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,39.0
240,529353.94,1.0,256293.3,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
241,41663.066,1.0,1800.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1500.0
242,551080.3,1.0,187000.0,1.0,0.0,950.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,187000.0
243,42740.316,1.0,67500.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
244,1743.2489,1.0,10000.0,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
245,2125.8418,2.0,50.0,0.1,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0
246,5095.6313,2.0,510.0,0.6875,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,375.0
247,57698.687999999995,1.0,87230.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75220.0
248,3577.5537,2.0,3400.0,0.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3000.0
249,2257.1958,1.0,150.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150.0
250,27551.105,2.0,22400.0,0.9,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10000.0
251,13079.128,2.0,1098.0,0.95000005,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1098.0
252,18460.97,1.0,18200.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
253,59159.805,3.0,6000.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,3200.0
254,3287.4517,2.0,52.5,0.52941173,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,52.5
255,4239.3420000000015,3.0,70.0,0.4,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,70.0
256,40598.664,1.0,38460.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30500.0
257,3667.3071,1.0,720.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
258,64204.765999999996,1.0,4323.6,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4323.6
259,1243641.9,1.0,494340.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,294340.0
260,79439.62,3.0,3975.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3975.0
261,21366.757999999998,1.0,375.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299.0
262,4363.315,2.0,54.0,0.6666666,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,54.0
263,1968.6660000000002,1.0,100.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100.0
264,4592.1733,1.0,828000.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
265,837.2348599999997,1.0,70.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
266,1513.1399,1.0,1135.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.0
267,2742.0857,1.0,285.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150.0
268,34293.086,3.0,1300.0,0.8,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1300.0
269,142166.42,1.0,232750.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146650.0
270,26080.83,1.0,584.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,584.0
271,2074.0261,1.0,10372.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10372.0
272,4067.5269,2.0,11000.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11000.0
273,8491.265,2.0,630.0,0.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,630.0
274,39101.76,2.0,10.0,0.15,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
275,23279.492000000002,1.0,26500.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9000.0
276,1928146.2,1.0,844900.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,844900.0
277,841066.8,1.0,321645.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,321645.0
278,2083.067,1.0,97.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
279,1470946.6,1.0,261653.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,261653.0
280,11511.427,3.0,264.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,264.0
281,82913.43,2.0,615.0,0.15,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,615.0
282,746365.7,1.0,183763.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,183763.0
