,LSF_ID,Province,District,Plot No,Plot area(m^2),Organic fertilizer,organic fertilizer used (kg),inorganic fertilizer,crop_name,DAP,N/Ainorganic fertilizer type,NPK 17-17-17,Urea,Lliquid urea,Other inorganic fertilizer (to specify),NPK 20-10-10,KCL/MOP,NPK 25-5-5
791856,52006.0,East,Nyagatare,6.0,28901.6899986,1,1032.0,1,Maize,114800.0,0.0,0.0,103600.0,0.0,0.0,0.0,0.0,0.0
794736,52006.0,East,Nyagatare,8.0,29515.8866163,1,1054.0,1,Maize,159900.0,0.0,0.0,144300.0,0.0,0.0,0.0,0.0,0.0
797616,52006.0,East,Nyagatare,10.0,31459.5596565,1,1125.0,1,Maize,123000.0,0.0,0.0,111000.0,0.0,0.0,0.0,0.0,0.0
806256,52008.0,East,Nyagatare,4.0,11511.4275287,1,4100.0,1,Maize,16810.0,0.0,0.0,15170.0,0.0,0.0,0.0,0.0,0.0
809136,52008.0,East,Nyagatare,5.0,9066.95193218,1,7800.0,1,Maize,31980.0,0.0,0.0,28860.0,0.0,0.0,0.0,0.0,0.0
812016,52008.0,East,Nyagatare,6.0,13380.149088,1,9600.0,1,Maize,39360.0,0.0,0.0,17760.0,0.0,0.0,0.0,0.0,0.0
814896,52010.0,East,Nyagatare,3.0,306006.872369,0,0.0,1,Maize,1377000.0,0.0,0.0,566100.0,0.0,0.0,0.0,0.0,0.0
817776,52011.0,East,Nyagatare,5.0,118497.501324,0,0.0,1,Maize,572000.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0
820657,52012.0,East,Nyagatare,2.0,55527.9966188,0,0.0,1,Paddy rice,0.0,0.0,826.5,413.0,0.0,0.0,0.0,0.0,0.0
823537,52012.0,East,Nyagatare,4.0,578608.465795,0,0.0,1,Paddy rice,0.0,0.0,8618.0,4309.0,0.0,0.0,0.0,0.0,0.0
826417,52012.0,East,Nyagatare,5.0,631213.728919,0,0.0,1,Paddy rice,0.0,0.0,10555.5,5278.0,0.0,0.0,0.0,0.0,0.0
829297,52013.0,East,Nyagatare,1.0,1387444.95424,0,0.0,1,Paddy rice,0.0,0.0,12095200.0,4907165.0,0.0,0.0,0.0,0.0,0.0
832177,52014.0,East,Nyagatare,1.0,1524520.09872,0,0.0,1,Paddy rice,0.0,0.0,28476.0,13578.0,0.0,0.0,0.0,0.0,0.0
835057,52014.0,East,Nyagatare,3.0,1347666.65351,0,0.0,1,Paddy rice,0.0,0.0,25173.0,12003.0,0.0,0.0,0.0,0.0,0.0
837937,52014.0,East,Nyagatare,4.0,349362.344972,0,0.0,1,Paddy rice,0.0,0.0,6525.0,3111.0,0.0,0.0,0.0,0.0,0.0
840817,52014.0,East,Nyagatare,6.0,25137.1365373,0,0.0,1,Paddy rice,0.0,0.0,469.0,223.5,0.0,0.0,0.0,0.0,0.0
843697,52014.0,East,Nyagatare,7.0,347769.311452,0,0.0,1,Paddy rice,0.0,0.0,6495.0,3097.0,0.0,0.0,0.0,0.0,0.0
846577,52014.0,East,Nyagatare,9.0,433554.688714,0,0.0,1,Paddy rice,0.0,0.0,80978.0,3861.0,0.0,0.0,0.0,0.0,0.0
849457,52014.0,East,Nyagatare,11.0,30579.937348,0,0.0,1,Paddy rice,0.0,0.0,571.5,272.5,0.0,0.0,0.0,0.0,0.0
852337,52014.0,East,Nyagatare,12.0,56442.3289154,0,0.0,1,Paddy rice,0.0,0.0,1055.0,503.0,0.0,0.0,0.0,0.0,0.0
855217,52014.0,East,Nyagatare,14.0,33301.3915585,0,0.0,1,Paddy rice,0.0,0.0,622.0,296.5,0.0,0.0,0.0,0.0,0.0
858097,52014.0,East,Nyagatare,16.0,86205.3205915,0,0.0,1,Paddy rice,0.0,0.0,1610.0,767.5,0.0,0.0,0.0,0.0,0.0
860977,52014.0,East,Nyagatare,18.0,61575.220485,0,0.0,1,Paddy rice,0.0,0.0,1150.0,767.5,0.0,0.0,0.0,0.0,0.0
863857,52014.0,East,Nyagatare,20.0,40512.8267505,0,0.0,1,Paddy rice,0.0,0.0,756.0,360.5,0.0,0.0,0.0,0.0,0.0
866737,52015.0,East,Nyagatare,1.0,288487.322661,0,0.0,1,Paddy rice,0.0,0.0,402900.0,420675.0,0.0,0.0,0.0,0.0,0.0
869617,52015.0,East,Nyagatare,5.0,214168.991415,0,0.0,1,Paddy rice,0.0,0.0,299115.0,312400.0,0.0,0.0,0.0,0.0,0.0
872497,52015.0,East,Nyagatare,8.0,94895.530276,0,0.0,1,Paddy rice,0.0,0.0,62730.0,65497.5,0.0,0.0,0.0,0.0,0.0
875377,52016.0,East,Nyagatare,1.0,5200951.30642,0,0.0,1,Paddy rice,23400.0,0.0,0.0,28080.0,0.0,0.0,0.0,30420.0,0.0
878257,52016.0,East,Nyagatare,2.0,271893.473155,0,0.0,1,Paddy rice,1350.0,0.0,0.0,1620.0,0.0,0.0,0.0,1755.0,0.0
881137,52016.0,East,Nyagatare,3.0,269955.358055,0,0.0,1,Paddy rice,1350.0,0.0,0.0,1620.0,0.0,0.0,0.0,1755.0,0.0
884017,52016.0,East,Nyagatare,4.0,399102.878327,0,0.0,1,Paddy rice,1850.0,0.0,0.0,2220.0,0.0,0.0,0.0,2405.0,0.0
886897,52016.0,East,Nyagatare,5.0,406673.549347,0,0.0,1,Paddy rice,1900.0,0.0,0.0,2280.0,0.0,0.0,0.0,2490.0,0.0
889777,52016.0,East,Nyagatare,7.0,158016.169893,0,0.0,1,Paddy rice,700.0,0.0,0.0,840.0,0.0,0.0,0.0,910.0,0.0
892656,52017.0,East,Nyagatare,1.0,6029032.5,0,0.0,1,Maize,40500.0,0.0,0.0,20250.0,0.0,0.0,0.0,0.0,0.0
901301,52019.0,East,Nyagatare,4.0,4067.52673552,1,3600.0,1,Irish potato,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907062,52019.0,East,Nyagatare,6.0,9624.11349598,1,3360.0,1,Tomato,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0
909937,52020.0,East,Nyagatare,1.0,8590023.0,0,0.0,1,Paddy rice,0.0,0.0,86862.0,43431.0,0.0,0.0,0.0,0.0,0.0
915720,53002.0,East,Gatsibo,1.0,99780.4693035,1,2000.0,1,Maize,127500.0,0.0,0.0,355500.0,0.0,0.0,0.0,0.0,0.0
927249,53003.0,East,Gatsibo,8.0,18460.9706225,1,1800.0,1,Eggplant,0.0,0.0,249200.0,204700.0,0.0,0.0,0.0,0.0,0.0
935883,53004.0,East,Gatsibo,2.0,34293.0857461,1,1372.0,1,Bush bean,35793.0,0.0,0.0,12565.0,0.0,0.0,0.0,0.0,0.0
938760,53004.0,East,Gatsibo,3.0,7544.56519565,1,3200.0,1,Maize,35670.0,0.0,0.0,12780.0,0.0,0.0,0.0,0.0,0.0
944520,53004.0,East,Gatsibo,6.0,2976.32293814,1,1450.0,1,Maize,14350.0,0.0,0.0,5076.5,0.0,0.0,0.0,0.0,0.0
947400,53004.0,East,Gatsibo,7.0,4607.12324525,1,2040.0,1,Maize,21935.0,0.0,0.0,7810.0,0.0,0.0,0.0,0.0,0.0
950280,53004.0,East,Gatsibo,11.0,28715.4862664,1,1183.0,1,Maize,136940.0,0.0,0.0,48812.0,0.0,0.0,0.0,0.0,0.0
953160,53004.0,East,Gatsibo,15.0,29230.5913719,1,1188.0,1,Maize,139400.0,0.0,0.0,49700.0,0.0,0.0,0.0,0.0,0.0
961800,53004.0,East,Gatsibo,22.0,14169.4231129,1,2000.0,1,Maize,71.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0
979080,53010.0,East,Gatsibo,2.0,24686.4217833,0,0.0,1,Maize,0.0,0.0,67500.0,40000.0,0.0,0.0,0.0,0.0,0.0
981960,53010.0,East,Gatsibo,7.0,64178.8817485,1,5250.0,1,Maize,0.0,0.0,90000.0,140000.0,0.0,0.0,0.0,0.0,0.0
990600,53011.0,East,Gatsibo,8.0,19447.4578269,1,2437.0,1,Maize,0.0,0.0,0.0,39375.0,0.0,0.0,0.0,0.0,0.0
993480,53011.0,East,Gatsibo,9.0,99937.7737352,1,1256.0,1,Maize,22550.0,0.0,0.0,202500.0,0.0,0.0,0.0,0.0,0.0
1002120,53013.0,East,Gatsibo,1.0,319552.0625,1,4700.0,1,Maize,192700.0,0.0,0.0,274950.0,0.0,0.0,0.0,0.0,0.0
1005000,53013.0,East,Gatsibo,2.0,19752.2937104,1,1980.0,1,Maize,81180.0,0.0,0.0,115830.0,0.0,0.0,0.0,0.0,0.0
1007880,53013.0,East,Gatsibo,10.0,64961.1579242,1,6500.0,1,Maize,266500.0,0.0,0.0,380250.0,0.0,0.0,0.0,0.0,0.0
1010760,53015.0,East,Gatsibo,1.0,511144.940768,0,0.0,1,Maize,1047960.0,0.0,0.0,805140.0,0.0,0.0,0.0,0.0,0.0
1013640,53015.0,East,Gatsibo,6.0,501198.038406,0,0.0,1,Maize,1027665.0,0.0,0.0,789550.0,0.0,0.0,0.0,0.0,0.0
1016520,53015.0,East,Gatsibo,8.0,321971.566741,0,0.0,1,Maize,660100.0,0.0,0.0,507150.0,0.0,0.0,0.0,0.0,0.0
1019400,53015.0,East,Gatsibo,9.0,959336.120155,0,0.0,1,Maize,2169720.0,0.0,0.0,1666980.0,0.0,0.0,0.0,0.0,0.0
1022280,53015.0,East,Gatsibo,10.0,518342.041225,0,0.0,1,Maize,1268950.0,0.0,0.0,974925.0,0.0,0.0,0.0,0.0,0.0
1025160,53015.0,East,Gatsibo,12.0,207006.9241,0,0.0,1,Maize,424350.0,0.0,0.0,326025.0,0.0,0.0,0.0,0.0,0.0
1028040,53015.0,East,Gatsibo,13.0,102718.233715,0,0.0,1,Maize,211150.0,0.0,0.0,161595.0,0.0,0.0,0.0,0.0,0.0
1030920,53015.0,East,Gatsibo,14.0,114460.288142,0,0.0,1,Maize,234520.0,0.0,0.0,180180.0,0.0,0.0,0.0,0.0,0.0
1033801,53016.0,East,Gatsibo,1.0,9933827.0,0,0.0,1,Paddy rice,38250.0,0.0,43500.0,140250.0,0.0,0.0,0.0,0.0,0.0
1036680,53017.0,East,Gatsibo,2.0,66070.9940276,0,0.0,1,Maize,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039560,53017.0,East,Gatsibo,4.0,321323.45288,0,0.0,1,Maize,3110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042441,53018.0,East,Gatsibo,1.0,4157249.5,0,0.0,1,Paddy rice,0.0,0.0,48000.0,27713.0,0.0,0.0,0.0,0.0,0.0
1045320,53019.0,East,Gatsibo,2.0,119206.953463,1,37500.0,1,Maize,225000.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,0.0
1048200,53019.0,East,Gatsibo,5.0,86122.8899354,1,32000.0,1,Maize,157500.0,0.0,0.0,144000.0,0.0,0.0,0.0,0.0,0.0
1053960,53019.0,East,Gatsibo,8.0,82664.5528143,1,20000.0,1,Maize,148500.0,0.0,0.0,118800.0,0.0,0.0,0.0,0.0,0.0
1068390,54004.0,East,Kayonza,6.0,60044.3888116,1,6000.0,1,Tomato,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
1071266,54005.0,East,Kayonza,2.0,277271.703964,0,0.0,1,Wheat,0.0,0.0,26000.0,8875.0,0.0,0.0,0.0,0.0,0.0
1074144,54005.0,East,Kayonza,3.0,273462.936958,0,0.0,1,Maize,0.0,0.0,2704000.0,1846000.0,0.0,0.0,0.0,0.0,0.0
1077026,54005.0,East,Kayonza,5.0,133909.415454,0,0.0,1,Wheat,0.0,0.0,1040000.0,355000.0,0.0,0.0,0.0,0.0,0.0
1079904,54005.0,East,Kayonza,7.0,266198.254211,0,0.0,1,Maize,0.0,0.0,2704000.0,0.0,0.0,2548000.0,0.0,0.0,0.0
1082784,54005.0,East,Kayonza,13.0,267948.489682,0,0.0,1,Maize,0.0,0.0,2704000.0,0.0,0.0,2548000.0,0.0,0.0,0.0
1085667,54005.0,East,Kayonza,15.0,565299.349995,0,0.0,1,Bush bean,0.0,0.0,2215200.0,0.0,0.0,0.0,0.0,0.0,0.0
1088561,54006.0,East,Kayonza,5.0,2576.68568584,1,230.0,1,Avocado,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0
1091441,54006.0,East,Kayonza,8.0,269045.543318,1,23770.0,1,Avocado,0.0,0.0,277200.0,0.0,0.0,0.0,0.0,0.0,0.0
1094304,54007.0,East,Kayonza,1.0,64006.3618889,0,0.0,1,Maize,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097184,54007.0,East,Kayonza,3.0,303097.118202,0,0.0,1,Maize,3031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100064,54007.0,East,Kayonza,4.0,148299.927072,0,0.0,1,Maize,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,0.0,0.0
1102944,54007.0,East,Kayonza,5.0,184069.224031,0,0.0,1,Maize,0.0,0.0,0.0,0.0,0.0,0.0,1841.0,0.0,0.0
1105824,54007.0,East,Kayonza,6.0,101793.98441800001,0,0.0,1,Maize,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108704,54007.0,East,Kayonza,8.0,8444.1047105,0,0.0,1,Maize,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111584,54007.0,East,Kayonza,9.0,24297.9834817,0,0.0,1,Maize,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114464,54007.0,East,Kayonza,10.0,6727.9646213,0,0.0,1,Maize,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117344,54007.0,East,Kayonza,11.0,25918.4040527,0,0.0,1,Maize,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120225,54008.0,East,Kayonza,1.0,24870.6698519,0,0.0,1,Paddy rice,0.0,0.0,498.0,249.0,0.0,0.0,0.0,0.0,0.0
1123105,54008.0,East,Kayonza,2.0,162697.154219,0,0.0,1,Paddy rice,0.0,0.0,3254.0,1627.0,0.0,0.0,0.0,0.0,0.0
1125985,54008.0,East,Kayonza,3.0,138546.249127,0,0.0,1,Paddy rice,0.0,0.0,2494.0,1247.0,0.0,0.0,0.0,0.0,0.0
1128865,54008.0,East,Kayonza,4.0,19640.7840772,0,0.0,1,Paddy rice,0.0,0.0,372.0,186.0,0.0,0.0,0.0,0.0,0.0
1131745,54008.0,East,Kayonza,5.0,6322.4441257,0,0.0,1,Paddy rice,0.0,0.0,114.0,57.0,0.0,0.0,0.0,0.0,0.0
1134625,54008.0,East,Kayonza,6.0,24177.447336,0,0.0,1,Paddy rice,0.0,0.0,458.0,229.0,0.0,0.0,0.0,0.0,0.0
1137505,54008.0,East,Kayonza,8.0,18241.5632626,0,0.0,1,Paddy rice,0.0,0.0,344.0,172.0,0.0,0.0,0.0,0.0,0.0
1140385,54008.0,East,Kayonza,9.0,117651.295356,0,0.0,1,Paddy rice,0.0,0.0,1882.0,941.0,0.0,0.0,0.0,0.0,0.0
1143265,54008.0,East,Kayonza,10.0,2529.13901183,0,0.0,1,Paddy rice,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0
1146145,54008.0,East,Kayonza,11.0,10766.9272928,0,0.0,1,Paddy rice,0.0,0.0,182.0,91.0,0.0,0.0,0.0,0.0,0.0
1149025,54008.0,East,Kayonza,12.0,62323.7798689,0,0.0,1,Paddy rice,0.0,0.0,1058.0,529.0,0.0,0.0,0.0,0.0,0.0
1151905,54009.0,East,Kayonza,2.0,123579.415679,0,0.0,1,Paddy rice,0.0,0.0,1854.0,927.0,0.0,0.0,0.0,0.0,0.0
1154785,54009.0,East,Kayonza,3.0,3142.27872788,0,0.0,1,Paddy rice,0.0,0.0,49.5,24.75,0.0,0.0,0.0,0.0,0.0
1157665,54009.0,East,Kayonza,8.0,204325.797094,0,0.0,1,Paddy rice,0.0,0.0,3066.0,1533.0,0.0,0.0,0.0,0.0,0.0
1160545,54009.0,East,Kayonza,9.0,29527.6425733,0,0.0,1,Paddy rice,0.0,0.0,442.5,221.25,0.0,0.0,0.0,0.0,0.0
1163425,54009.0,East,Kayonza,11.0,257882.593066,0,0.0,1,Paddy rice,0.0,0.0,3868.5,1934.25,0.0,0.0,0.0,0.0,0.0
1166305,54009.0,East,Kayonza,15.0,942.905916648,0,0.0,1,Paddy rice,0.0,0.0,14.14,7.7,0.0,0.0,0.0,0.0,0.0
1169185,54009.0,East,Kayonza,16.0,3979.48125542,0,0.0,1,Paddy rice,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0
1172065,54009.0,East,Kayonza,17.0,9325.10623741,0,0.0,1,Paddy rice,0.0,0.0,139.5,69.75,0.0,0.0,0.0,0.0,0.0
1174945,54009.0,East,Kayonza,21.0,1715.17962135,0,0.0,1,Paddy rice,0.0,0.0,0.25,0.12,0.0,0.0,0.0,0.0,0.0
1177825,54009.0,East,Kayonza,23.0,1637.61299919,0,0.0,1,Paddy rice,0.0,0.0,24.57,12.28,0.0,0.0,0.0,0.0,0.0
1180705,54009.0,East,Kayonza,30.0,56447.7682941,0,0.0,1,Paddy rice,0.0,0.0,847.5,423.25,0.0,0.0,0.0,0.0,0.0
1183585,54009.0,East,Kayonza,31.0,1169.71519493,0,0.0,1,Paddy rice,0.0,0.0,17.54,8.77,0.0,0.0,0.0,0.0,0.0
1186465,54009.0,East,Kayonza,32.0,33161.6839811,0,0.0,1,Paddy rice,0.0,0.0,498.0,249.0,0.0,0.0,0.0,0.0,0.0
1189345,54009.0,East,Kayonza,33.0,14572.5857679,0,0.0,1,Paddy rice,0.0,0.0,219.0,109.5,0.0,0.0,0.0,0.0,0.0
1192225,54009.0,East,Kayonza,38.0,221652.437252,0,0.0,1,Paddy rice,0.0,0.0,3325.5,1662.75,0.0,0.0,0.0,0.0,0.0
1195105,54009.0,East,Kayonza,39.0,317173.023266,0,0.0,1,Paddy rice,0.0,0.0,6207.0,3103.5,0.0,0.0,0.0,0.0,0.0
1197985,54009.0,East,Kayonza,41.0,6664.80796009,0,0.0,1,Paddy rice,0.0,0.0,100.5,50.25,0.0,0.0,0.0,0.0,0.0
1200865,54009.0,East,Kayonza,42.0,6639.26214331,0,0.0,1,Paddy rice,0.0,0.0,99.5,49.5,0.0,0.0,0.0,0.0,0.0
1203745,54009.0,East,Kayonza,44.0,43721.1642671,0,0.0,1,Paddy rice,0.0,0.0,655.5,327.75,0.0,0.0,0.0,0.0,0.0
1206625,54009.0,East,Kayonza,49.0,282598.175707,0,0.0,1,Paddy rice,0.0,0.0,4239.0,2119.5,0.0,0.0,0.0,0.0,0.0
1209505,54009.0,East,Kayonza,51.0,23032.7324272,0,0.0,1,Paddy rice,0.0,0.0,345.0,172.5,0.0,0.0,0.0,0.0,0.0
1212385,54009.0,East,Kayonza,52.0,61332.4229049,0,0.0,1,Paddy rice,0.0,0.0,910.5,455.25,0.0,0.0,0.0,0.0,0.0
1215265,54009.0,East,Kayonza,54.0,14209.8638586,0,0.0,1,Paddy rice,0.0,0.0,213.0,106.5,0.0,0.0,0.0,0.0,0.0
1218145,54010.0,East,Kayonza,1.0,143167.087488,0,0.0,1,Paddy rice,0.0,0.0,904500.0,301500.0,0.0,0.0,0.0,0.0,0.0
1221025,54010.0,East,Kayonza,2.0,225940.655186,0,0.0,1,Paddy rice,0.0,0.0,1427400.0,475800.0,0.0,0.0,0.0,0.0,0.0
1223905,54010.0,East,Kayonza,3.0,66082.7997747,0,0.0,1,Paddy rice,0.0,0.0,417600.0,139200.0,0.0,0.0,0.0,0.0,0.0
1226785,54010.0,East,Kayonza,4.0,20583.4289707,0,0.0,1,Paddy rice,0.0,0.0,130050.0,43350.0,0.0,0.0,0.0,0.0,0.0
1238329,55003.0,East,Kirehe,2.0,4733639.5,0,0.0,1,Paddy rice,90.7,0.0,187.7,145.7,0.0,0.0,0.0,0.0,0.0
1241209,55004.0,East,Kirehe,2.0,1293893.25,0,0.0,1,Paddy rice,0.0,0.0,18400.0,9200.0,0.0,0.0,0.0,0.0,0.0
1244089,55005.0,East,Kirehe,1.0,841066.8125,1,53000.0,1,Paddy rice,0.0,0.0,9400.0,8100.0,0.0,0.0,0.0,0.0,0.0
1246969,55006.0,East,Kirehe,1.0,515686.90625,0,0.0,1,Paddy rice,0.0,0.0,9000.0,4500.0,0.0,0.0,0.0,0.0,0.0
1249849,55007.0,East,Kirehe,1.0,107921.740976,0,0.0,1,Paddy rice,0.0,0.0,2000.0,1000.0,0.0,0.0,0.0,0.0,0.0
1252752,56001.0,East,Ngoma,1.0,20507.3683433,0,0.0,1,Maize,125.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
1255632,56001.0,East,Ngoma,3.0,23878.9057063,0,0.0,1,Maize,145.5,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0
1258512,56001.0,East,Ngoma,11.0,27682.2795095,0,0.0,1,Maize,169.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0
1261392,56001.0,East,Ngoma,13.0,9914.76141857,0,0.0,1,Maize,60.0,0.0,0.0,12780.0,0.0,0.0,0.0,0.0,0.0
1264272,56002.0,East,Ngoma,1.0,85463.328125,0,0.0,1,Maize,800.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0
1267152,56002.0,East,Ngoma,2.0,21230.507509,0,0.0,1,Maize,200.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1275793,56004.0,East,Ngoma,1.0,461999.4375,0,0.0,1,Paddy rice,0.0,0.0,9234.0,4617.0,0.0,0.0,0.0,0.0,0.0
1278673,56005.0,East,Ngoma,1.0,1137444.625,0,0.0,1,Paddy rice,0.0,0.0,22200.0,11100.0,0.0,0.0,0.0,0.0,0.0
1281553,56006.0,East,Ngoma,1.0,1352201.125,0,0.0,1,Paddy rice,0.0,0.0,24332.0,12166.0,0.0,0.0,0.0,0.0,0.0
1284433,56007.0,East,Ngoma,1.0,897147.25,0,0.0,1,Paddy rice,0.0,0.0,18096.0,9043.0,0.0,0.0,0.0,0.0,0.0
1287313,56008.0,East,Ngoma,1.0,536351.9375,0,0.0,1,Paddy rice,0.0,0.0,3000.0,1500.0,0.0,0.0,0.0,0.0,0.0
1290193,56009.0,East,Ngoma,3.0,1183229.5,0,0.0,1,Paddy rice,0.0,0.0,10800.0,5400.0,0.0,0.0,0.0,0.0,0.0
1293073,56010.0,East,Ngoma,1.0,2034599.0,0,0.0,1,Paddy rice,0.0,0.0,31182.0,15596.0,0.0,0.0,0.0,0.0,0.0
1295967,56011.0,East,Ngoma,2.0,836.622673131,1,5000.0,1,Tree tomato,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1298847,56011.0,East,Ngoma,3.0,6246.32972839,1,2500.0,1,Tree tomato,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1304601,56011.0,East,Ngoma,6.0,933.601589405,1,1300.0,1,Eggplant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310371,56011.0,East,Ngoma,9.0,56773.6470546,1,28400.0,1,Coffee,0.0,0.0,1136.0,0.0,0.0,0.0,0.0,0.0,0.0
1313251,56011.0,East,Ngoma,12.0,45123.7674743,1,22550.0,1,Coffee,0.0,0.0,676.5,0.0,0.0,0.0,0.0,0.0,0.0
1316131,56011.0,East,Ngoma,15.0,38437.8718482,1,19200.0,1,Coffee,0.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0
1319011,56011.0,East,Ngoma,17.0,41987.469233,1,19700.0,1,Coffee,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0
1321872,56011.0,East,Ngoma,27.0,9423.51952806,1,4750.0,1,Maize,99.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
1324752,56011.0,East,Ngoma,28.0,9232.54955371,1,5200.0,1,Maize,108.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0
1330512,56011.0,East,Ngoma,31.0,12236.6394647,1,6350.0,1,Maize,132.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
1333392,56011.0,East,Ngoma,35.0,19830.4114188,1,10200.0,1,Maize,212.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0
1336272,56011.0,East,Ngoma,40.0,5065.03891645,1,2350.0,1,Maize,49.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
1339177,57002.0,East,Bugesera,1.0,669275.875,0,0.0,1,Paddy rice,0.0,0.0,6400.0,3250.0,0.0,0.0,0.0,0.0,0.0
1359336,57005.0,East,Bugesera,1.0,53751.5228173,1,3228.0,1,Maize,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367976,57006.0,East,Bugesera,3.0,34952.2104098,0,0.0,1,Maize,350.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0
1370856,57006.0,East,Bugesera,4.0,42516.4668118,0,0.0,1,Maize,425.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0
1373736,57006.0,East,Bugesera,7.0,12724.046136,0,0.0,1,Maize,120.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
1376616,57006.0,East,Bugesera,8.0,50933.9554608,0,0.0,1,Maize,512.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0
1379496,57006.0,East,Bugesera,9.0,12277.9823438,0,0.0,1,Maize,123.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0
1385264,57006.0,East,Bugesera,12.0,2775.25124568,1,2800.0,1,Onion,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1425577,57007.0,East,Bugesera,1.0,399747.75,0,0.0,1,Paddy rice,0.0,0.0,5000.0,2500.0,0.0,0.0,0.0,0.0,0.0
1428457,57008.0,East,Bugesera,1.0,454612.09375,1,44750.0,1,Paddy rice,0.0,0.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0
1431337,57009.0,East,Bugesera,2.0,374514.0625,1,373300.0,1,Paddy rice,0.0,0.0,6400.0,3200.0,0.0,0.0,0.0,0.0,0.0
1434222,57010.0,East,Bugesera,1.0,1139.32543097,1,1000.0,1,Tomato,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0
1439990,57010.0,East,Bugesera,3.0,885.466235386,1,1700.0,1,Cucumber,1.25,0.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0
1445748,57010.0,East,Bugesera,5.0,1540.17332562,1,2000.0,1,Sugar beet,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1448623,57010.0,East,Bugesera,6.0,1761.69989285,1,20000.0,1,Cabbage,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1451503,57010.0,East,Bugesera,7.0,1043.94932558,1,400.0,1,Cabbage,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1454387,57010.0,East,Bugesera,8.0,1234.57188516,1,20000.0,1,Sweet pepper,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1491819,57012.0,East,Bugesera,5.0,56122.2377938,0,0.0,1,Bush bean,360.4,0.0,0.0,180.2,0.0,0.0,0.0,0.0,0.0
1494699,57012.0,East,Bugesera,7.0,132.894891948,0,0.0,1,Bush bean,1.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
1497579,57012.0,East,Bugesera,9.0,2248.06727221,0,0.0,1,Bush bean,14.4,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0
1500459,57012.0,East,Bugesera,10.0,2478.43172622,0,0.0,1,Bush bean,16.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
